"Appendix S2: Individual and species mean values, standard deviations and standard errors for 10 Ceanothus species. Values are averages of three leaves per individual plant, and three plants per species for 26 traits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Species means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Structural Traits,,,,,,,,,,,,Drought tolerance traits,,,Cell and Tissue Cross-Sectional Thicknesses,,,,,,,Cross-sectional Cell Areas,,,,Cell Wall Thicknesses,,,,,,,,,Structural Traits,,,,,,,,,,Drought tolerance traits,,,Cell and Tissue Cross-Sectional Thicknesses,,,,,,,Cross-sectional Cell Areas,,,,Cell Wall Thicknesses,,,,Climate Variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceonothus incanus,Ceanothus,0.928383448,174.5110242,0.552768181,1.42614,0.41246,31.19235594,7.16153,0.317777778,0.02544,14.55741,-2.048866667,-1.704166667,200.0925991,2.549897293,38.78447844,273.5836118,10.14307467,1.633095216,,,602.3130159,300.2876858,253.7593873,152.6504179,0.529325199,2.584030822,0.463153161,0.553290207,,,,Ceanothus cuneatus var. fascicularis,Cerastes,0.555180092,243.1364487,0.512680223,1.50436,0.41334,14.84266,20.48465,0.498148148,0.22003,91.19131,-2.61694,-2.38694,194.6083164,4.686080051,30.43986482,231.1310079,30.59734205,4.609893511,243.0071853,13.81524733,220.8559683,273.4766425,176.2961571,13.97388112,0.982083668,3.220637367,2.850916518,1.176231015,1106.223404,0.419293617,139.1333333,397.3733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus tomentosus,Ceanothus,0.109296675,137.6015204,0.491144909,1.62077,0.38226,33.10578566,1.49813,0.28,0.08635,63.07128,-2.4094,-2.1375,199.0543548,5.614045845,45.32421743,264.8416981,8.700575365,0.511083177,,,1106.456078,530.6105968,139.7728888,222.0198813,0.87990925,3.608905377,0.502907482,0.527536765,,,,Ceanothus ferrisiae,Cerastes,1.201226192,261.7231703,0.426259013,1.39112,0.42169,83.15023,15.10556,0.45806,0.49825,196.69798,-2.51941,-2.26972,276.0444327,5.850356263,32.3345274,260.1251595,42.19520587,5.990369292,307.9093395,20.32760985,351.2219963,303.7352051,122.7996754,12.7084281,1.885819476,3.984123752,1.421608407,1.487663758,1324.111111,0.43411111,145.5432099,564.9876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus tomentosus,Ceanothus,0.089431721,138.0433537,0.466507837,1.63724,0.39243,25.94168866,7.47586,0.296666667,0.09007,69.66826,-2.231906667,-1.924166667,137.2303964,3.273548559,51.55757223,288.8604102,11.65935964,2.144076197,,,1352.073477,638.9573015,230.6362328,256.046637,0.993704714,3.583509622,0.901268255,1.127786124,,,,,,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,,,stdev,stdev,stdev,stdev,stdev,stdev,stdev,stdev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus tomentosus,Ceanothus,0.068401297,159.7287129,0.444320145,1.83453,0.35336,29.05041573,7.63386,0.36,0.12463,78.25502,-2.220813333,-1.910833333,148.0450352,2.554393925,43.27947594,248.953,10.56974379,0.816956393,,,945.8438158,544.83541,177.9354933,234.3647632,0.627740136,3.251985161,0.476438667,0.550224321,,,,Ceanothus lemmonii,Ceanothus,0.616022083,24.64978563,0.067629608,0.897263726,0.045894786,6.672264732,8.019587183,0.064355782,0.023305956,8.773377589,0.074165064,0.089140702,35.03717601,0.874642337,9.631262272,10.80480274,2.990803894,0.257634854,,,354.2226015,59.82438241,28.01704408,65.27072258,0.151281625,0.879105318,0.153023169,0.264778695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus impressus,Ceanothus,0.134129959,94.58886637,0.562384194,1.70580,0.37318,27.06293331,0.39138,0.168888889,0.04971,52.66520,-2.352546667,-2.069166667,161.1829581,3.982892357,34.03715854,165.0122635,15.04905417,1.838611767,,,596.7555849,229.2576166,186.9278312,258.9918626,0.764223156,3.301805807,0.765040725,0.565707044,,,,Ceanothus incanus,Ceanothus,3.166652796,9.058710841,0.01155368,0.148554745,0.026488407,0.809607663,0.808112074,0.021278576,0.034547389,19.76080988,0.089797597,0.107929804,23.96891863,0.942134726,4.949692249,59.34197883,0.780111642,0.315060685,,,263.9747736,106.2667869,41.3966825,17.11557111,0.389319171,1.150213644,0.256700553,0.269912293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus impressus,Ceanothus,0.093698737,85.0659944,0.488810898,1.82231,0.35450,25.81907202,4.88476,0.174444444,0.04890,57.62318,-2.408706667,-2.136666667,236.1616573,3.221632891,36.56436827,117.7141521,11.65649815,1.073060061,,,652.5428492,327.3586959,227.6283428,388.8951123,1.080980266,4.752123126,0.617162829,0.68297718,,,,Ceanothus tomentosus,Ceanothus,0.271251949,23.81296937,0.023423057,0.118943948,0.020267769,3.592457263,3.497748732,0.038514067,0.021104503,7.613569961,0.105823655,0.127191894,33.017947,1.599821907,4.312048198,20.09125288,1.49641002,0.868089051,,,204.5917655,58.878808,45.62510203,17.22556174,0.187291547,0.199142099,0.23800283,0.340193978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus impressus,Ceanothus,0.194047999,90.40314573,0.598777216,1.70526,0.36971,33.1150335,-5.76053,0.151111111,0.04385,48.69331,-2.177133333,-1.858333333,167.6184919,2.554393925,26.7785715,83.08111312,12.28428938,0.714044823,,,511.8605515,230.1035857,102.2369281,167.7212002,0.507404114,2.005600352,0.429121828,0.562079079,,,,Ceanothus impressus,Ceanothus,0.466737576,6.315359996,0.056020938,0.067426315,0.009934262,3.903121864,5.344134602,0.015995756,0.003178768,4.474003496,0.120795966,0.145187459,41.55596017,0.714764714,5.079955598,41.12840086,1.804969188,0.574400001,,,70.84124792,56.39606057,63.96885648,111.1478651,0.287309557,1.37398182,0.168359138,0.068777174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus cuneatus var. fascicularis,Cerastes,0.041864313,282.7297471,0.436539802,1.32303,0.43048,7.535355887,33.43190,0.652222222,0.29414,103.79024,-2.724866667,-2.516666667,202.3484096,6.365628524,31.91536968,287.9935736,32.2739149,7.375910667,16.8613157,304.8742701,230.3107147,356.4516153,145.5859742,222.197206,0.77341495,4.243549725,3.67113756,1.13084329,,,,Ceanothus oliganthus,Ceanothus,0.546117536,5.694231884,0.012380295,0.029979565,0.005651018,4.991339613,5.304882449,0.0111527,0.003959964,4.083267303,0.318830691,0.318830691,45.04182161,1.426656463,8.965997736,31.62180366,2.444619222,1.139359429,,,587.74339,15.05202115,23.71163571,166.0255704,0.063624999,0.360728069,0.186532516,0.035824626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus cuneatus var. fascicularis,Cerastes,0.059362486,226.6413163,0.666965447,1.56395,0.40787,17.26975434,-3.94908,0.34,0.14162,65.74150,-2.55708,-2.315,215.2527073,4.114073133,32.38508564,216.6667701,28.5624699,1.96707161,16.2811346,215.9376837,201.1659114,246.2151966,182.4135599,196.0853392,1.114430764,3.03672252,4.142035214,1.316142732,,,,Ceanothus spinosus,Ceanothus,2.190635186,32.02630978,0.050334178,0.313836191,0.047201648,1.639454094,4.162936046,0.045430044,0.010968401,17.00573092,0.209869889,0.20986989,27.54434291,0.92026289,14.50339408,59.85408489,4.173428381,0.309975102,,,121.6188825,86.49381902,46.44312082,114.9526382,0.108233737,0.64282219,0.065287701,0.102307887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus cuneatus var. fascicularis,Cerastes,0.065327229,220.0382827,0.434535421,1.62610,0.40166,19.7228673,31.97112,0.502222222,0.22433,104.04219,-2.568866667,-2.329166667,166.2238324,3.578538495,27.01913913,188.73268,30.95564135,4.486698256,8.303291682,208.2096021,231.0912788,217.7631154,200.8889373,159.2577535,1.05840529,2.381639854,0.73957678,1.081707024,,,,Ceanothus verrucosus,Cerastes,0.10454039,26.44323765,0.050683634,0.248593688,0.044425026,2.264270035,2.623541223,0.040635386,0.040433228,12.31445671,0.143587531,0.172581167,9.190181338,0.198628254,2.963446754,50.498963,10.47209545,0.170436468,5.964051413,79.16466253,143.1661177,56.97782971,60.36048203,15.18848002,0.296964706,0.63279591,0.035446422,0.10163094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus megacarpus var. megacarpus,Cerastes,0.124626394,263.8485412,0.477039278,1.44833,0.40856,23.54416908,8.54168,0.552222222,0.11875,45.14949,-3.019533333,-2.870833333,324.5318631,5.774777595,32.55752876,127.9151508,36.64943911,6.10728321,10.49937945,225.0295061,215.2647291,169.9734724,142.6299138,151.498095,0.858314312,2.8703684,0.596321771,0.833391588,,,,Ceanothus megacarpus var. megacarpus,Cerastes,0.243945493,66.72769002,0.030605776,0.630558608,0.045907133,2.623832485,7.132418603,0.123434643,0.03887753,9.008337007,0.183536129,0.220596309,34.22122674,1.424999236,7.135499813,40.7623786,12.09046509,1.317284559,3.639590257,98.94851955,92.15263832,79.87541299,21.8861391,28.08860543,0.190563603,0.420130044,0.109799653,0.072371869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus megacarpus var. megacarpus,Cerastes,0.153123947,388.1324807,0.518171929,1.32265,0.43056,26.89814126,16.10512,0.75,0.15232,39.23195,-2.701293333,-2.488333333,392.9728049,7.966761596,46.67948964,184.6474249,36.47826548,7.962506497,15.06479336,422.8120688,398.270999,327.5068574,108.8815577,133.6385635,1.109466481,3.692818304,0.572412165,0.972188874,,,,Ceanothus cuneatus var. fascicularis,Cerastes,0.142998107,53.33309239,0.133618682,0.160081587,0.015169041,6.446080344,21.17283008,0.145096817,0.076352471,22.04054315,0.093654766,0.112565824,25.4143547,1.478973172,2.971730381,51.18683307,1.881486059,2.706523192,4.782300054,53.71762231,17.05655521,73.25308746,28.15442051,31.62139396,0.182870689,0.944481654,1.843570657,0.123632761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus megacarpus var. megacarpus,Cerastes,0.16969082,269.3922498,0.536863971,2.47221,0.34236,28.71638673,1.84915,0.504444444,0.07480,27.45344,-2.701986667,-2.489166667,358.3583827,5.293343505,37.83701027,206.9843581,57.50462742,5.41491777,17.69203534,329.7493359,287.8508048,271.7112175,149.8968956,188.6951882,1.232155177,3.132563566,0.77341495,0.867229758,,,,Ceanothus ferrisiae,Cerastes,3.3649E-05,59.47162299,0.017510301,0.244322945,0.040049677,0.375136009,3.228347242,0.118119699,0.078779564,52.66586757,0.160429834,0.160429834,74.99848938,0.601574701,4.438711045,42.71304538,15.71650852,1.905896798,5.151041918,106.6762994,124.4709847,25.52813172,19.79348316,31.53523983,0.704949867,0.123486904,0.351306154,0.309670586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus oliganthus,Ceanothus,0.224400985,117.4239094,0.412650946,1.31532,0.43252,24.76769889,34.97742,0.284444444,0.04990,42.02647,-2.64444,-2.42,115.8695954,5.638164148,54.21610408,141.6950261,12.69532248,2.145915729,,,1466.456336,261.5924342,145.7260045,329.3952881,0.627740136,3.48146672,0.769179671,0.740104853,,,,,,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,,,stderr,stderr,stderr,stderr,stderr,stderr,stderr,stderr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus oliganthus,Ceanothus,0.229694284,119.8954503,0.410170525,1.29318,0.43648,31.06058211,26.62593,0.292222222,0.04916,40.39331,-2.353933333,-2.070833333,135.0290917,3.687136565,55.85093663,185.5888034,17.07371412,2.968084128,,,1755.438693,290.7313686,161.3607661,571.1857797,0.613177178,3.608138905,0.794268837,0.674392699,,,,Ceanothus lemmonii,Ceanothus,0.355660516,14.23156037,0.039045972,0.518035453,0.026497367,3.852233838,4.630110818,0.037155828,0.0134557,5.065311911,0.04281922,0.051465409,20.228723,0.504974989,5.560611864,6.238155768,1.726741433,0.148745552,,,204.5105143,34.53962328,16.17564794,37.68406924,0.087342487,0.507551692,0.088347968,0.152870051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus oliganthus,Ceanothus,0.288945061,115.254907,0.390075302,1.35251,0.42533,34.6253348,25.13468,0.295555556,0.05636,48.13945,-2.114733333,-1.783333333,201.6791432,2.859551767,39.56862986,124.2107388,13.00017373,0.716497532,,,624.1882858,282.7103286,114.7698031,253.1954079,0.510980981,2.929709456,0.459371902,0.731980256,,,,Ceanothus incanus,Ceanothus,1.828267844,5.230049141,0.00667052,0.085768122,0.015293089,0.467427202,0.466563724,0.012285191,0.019945944,11.4089089,0.051844667,0.062313301,13.83846162,0.543941738,2.857706152,34.26110744,0.450397667,0.181900371,,,152.4059066,61.35315799,23.90038578,9.881679586,0.224773528,0.664076157,0.148206133,0.155833935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus spinosus,Ceanothus,0.546441559,161.4858279,0.45617792,1.29028,0.43681,28.71059831,35.35734,0.354444444,0.04472,28.57401,-2.351853333,-2.068333333,164.6451906,4.088461027,91.05200764,226.4773482,22.35276083,2.656079141,,,2255.685302,304.3608702,205.445154,628.4296865,0.459882883,3.205383696,0.516755066,0.621455069,,,,Ceanothus tomentosus,Ceanothus,0.156607386,13.74842427,0.013523308,0.068672321,0.011701602,2.074106168,2.019426172,0.022236107,0.01218469,4.395696666,0.061097316,0.073434274,19.06292058,0.923657608,2.489562187,11.59969025,0.863952728,0.501191447,,,118.1211109,33.99369564,26.34166493,9.945182707,0.108132825,0.114974744,0.137410998,0.196411085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceanothus spinosus,Ceanothus,0.329435422,94.35298959,0.363315227,1.81952,0.35848,31.95279533,42.45991,0.258888889,0.05249,59.15133,-2.252013333,-1.948333333,200.2451748,3.380956761,62.18648762,121.4111251,14.41569325,2.248622906,,,2013.203009,253.7280551,174.4262883,471.674752,0.517266047,3.296236114,0.533157556,0.715373374,,,,Ceanothus impressus,Ceanothus,0.269471065,3.646174793,0.032343704,0.038928601,0.005735549,2.253468459,3.08543755,0.009235154,0.001835262,2.583067122,0.069741583,0.083824019,23.99234478,0.4126696,2.932913731,23.7454933,1.042099446,0.331629995,,,40.90021355,32.56028074,36.9324365,64.17124982,0.16587825,0.793268774,0.097202193,0.03970852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
