species,mwp,ilfm,study,intercept,slope,min_lfm,max_lfm,min_wp,max_wp,min_ilfm,intercept_lfm,maxlfm_minwp,sp_code,max_rooting_depth_m,plc50_stem,psi_tlp,ldmc,sla,sla_try_units,swc,lma,psimin_pd,psimin_md,functional_type,growth_form,leaf_habit,rwc_at_tlp,reference_if_not_try_p50,reference_if_not_try_trait,swc_g_calc,sla_calc,min_pd,max_pd,psi_z,sla_z
CALDEC,-1.9695,0.9424374305823562,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.634054983897349,-1.3807923291794122
CALDEC,-2.96,0.9319855544774056,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.0876486946434623,-1.3807923291794122
CALDEC,-1.533333333,1.0394360992720693,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.9518571929137903,-1.3807923291794122
CALDEC,-0.845,0.9910636366698392,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.4533944957793707,-1.3807923291794122
CALDEC,-0.915,1.0086503119636092,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.4023907022429176,-1.3807923291794122
CALDEC,-0.525,1.1600853282387436,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.6865546948031565,-1.3807923291794122
CALDEC,-0.86,0.9585243999958364,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.4424651114501308,-1.3807923291794122
CALDEC,-1.385,0.979403670663336,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0599366599267326,-1.3807923291794122
CALDEC,-1.45,0.9993944599009849,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0125759945000261,-1.3807923291794122
CALDEC,-1.605,1.0189250926317692,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8996390230978799,-1.3807923291794122
CALDEC,-2.3325,0.9006806682490336,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.36956388312974225,-1.3807923291794122
CALDEC,-2.862,0.9806724580487888,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.016243383692428056,-1.3807923291794122
CALDEC,-1.774,0.9549590361917788,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.7765012929884431,-1.3807923291794122
CALDEC,-2.2655,0.9309475899724676,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.4183817998003475,-1.3807923291794122
CALDEC,-3.584,0.9485875912572684,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.5423110827398443,-1.3807923291794122
CALDEC,-1.98,0.8484722251721952,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.6264044148668811,-1.3807923291794122
CALDEC,-2.639,0.9277545301047624,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.1462401300022728,-1.3807923291794122
CALDEC,-2.6205,0.7986913116991754,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.15971970400833535,-1.3807923291794122
CALDEC,-2.19,0.8469197663182708,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.4733930342575219,-1.3807923291794122
CALDEC,-2.5545,0.8905978257869122,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.20780899505699102,-1.3807923291794122
CALDEC,-3.516,0.9826582283944096,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.49276454044728984,-1.3807923291794122
CALDEC,-1.56,0.6481081847172981,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.9324271760855998,-1.3807923291794122
CALDEC,-1.926,0.8290849857942257,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.665750198452145,-1.3807923291794122
CALDEC,-1.926,0.7099474193204713,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.665750198452145,-1.3807923291794122
CALDEC,-3.232,1.044839896586219,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.28583486381368023,-1.3807923291794122
CALDEC,-2.2225,1.044839896586219,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.4497127015441685,-1.3807923291794122
CALDEC,-3.232,0.9826955547792128,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.28583486381368023,-1.3807923291794122
CALDEC,-2.2225,0.9826955547792128,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.4497127015441685,-1.3807923291794122
CALDEC,-1.84,0.6539917955552063,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.7284120019397873,-1.3807923291794122
CALDEC,-1.6755,0.7429600504660072,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8482709167504522,-1.3807923291794122
CALDEC,-1.7,0.8103661204310635,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8304195890126936,-1.3807923291794122
CALDEC,-1.403333333,0.7106965106031545,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0465785237672034,-1.3807923291794122
CALDEC,-1.515,0.9310735349364264,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.9652153290733196,-1.3807923291794122
CALDEC,-1.34,0.994243676106387,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0927248129144522,-1.3807923291794122
CALDEC,-1.245,0.8836115030853465,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.1619442469996386,-1.3807923291794122
CALDEC,-1.355,0.9139675574785514,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0817954285852125,-1.3807923291794122
CALDEC,-1.68,0.9033055074859272,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8449921014516802,-1.3807923291794122
CALDEC,-1.365,0.7911470017585615,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0745091723657192,-1.3807923291794122
CALDEC,-1.665,0.8486553876880499,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8559214857809201,-1.3807923291794122
CALDEC,-1.65,0.6285765487045637,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8668508701101602,-1.3807923291794122
CALDEC,-1.8805,0.68221563165234,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.6989026642508395,-1.3807923291794122
CALDEC,-2.725,1.0166507106252032,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.08357832651463017,-1.3807923291794122
CALDEC,-1.865,0.6620609939010723,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.7101963613910541,-1.3807923291794122
CALDEC,-1.595,1.0055367868069809,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.9069252793173732,-1.3807923291794122
CALDEC,-1.663333333,0.943539388934472,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8571358620603775,-1.3807923291794122
CALDEC,-1.355,0.9058770295068544,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,1.0817954285852125,-1.3807923291794122
CALDEC,-1.805,0.7527160981340003,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.753913898708014,-1.3807923291794122
CALDEC,-2.1805,0.8425409984009556,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.48031497766604053,-1.3807923291794122
CALDEC,-3.4055,0.94494082311875,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.41225140922188885,-1.3807923291794122
CALDEC,-1.86,0.9111207917897708,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.7138394895008007,-1.3807923291794122
CALDEC,-2.4275,0.7658414436644239,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.30034444904455576,-1.3807923291794122
CALDEC,-3.4375,1.0592061979191378,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,-0.43556742912426744,-1.3807923291794122
CALDEC,-1.675,0.6485439129433668,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.8486352295614268,-1.3807923291794122
CALDEC,-1.9605,0.6855311320091879,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.6406126144948932,-1.3807923291794122
CALDEC,-2.0605,0.856191775101079,SEKI,0.9917521913850826,-0.01163103196593556,0.8620055574,1.590896132,-3.584,-0.525,1.1600853282387436,1.0083164006962249,5.174896132,CALDEC,NA,-6.79,-2.3,0.472,25.9883,32.96,1.351,NA,NA,NA,gymnosperm,tree,NA,NA,"Boving et al., 2025; Madsen-Hepp,","LMA, LDMC, RWCtlp, SWC;  SLA",0.528,NA,-3.8935,-0.46,0.5677500522999599,-1.3807923291794122
CEACOR,-1.295,0.4870095902001554,SEKI,0.377191839680591,-0.2397078242582606,0.5266666667,2.960844687,-4.0845,-1,1.898734177095017,2.6511708229075364,7.045344687,CEACOR,NA,NA,-2.7,NA,123,22.43,2.454,NA,NA,NA,angiosperm,shrub,NA,87.35,"Knight & Ackerley, 2001",SLA,NA,NA,-3.6885,-0.39,1.1255129659021723,2.0344388551926604
CEACOR,-1.285,0.5198432142261092,SEKI,0.377191839680591,-0.2397078242582606,0.5266666667,2.960844687,-4.0845,-1,1.898734177095017,2.6511708229075364,7.045344687,CEACOR,NA,NA,-2.7,NA,123,22.43,2.454,NA,NA,NA,angiosperm,shrub,NA,87.35,"Knight & Ackerley, 2001",SLA,NA,NA,-3.6885,-0.39,1.1327992221216656,2.0344388551926604
CEACOR,-1.165,0.44883643241552,SEKI,0.377191839680591,-0.2397078242582606,0.5266666667,2.960844687,-4.0845,-1,1.898734177095017,2.6511708229075364,7.045344687,CEACOR,NA,NA,-2.7,NA,123,22.43,2.454,NA,NA,NA,angiosperm,shrub,NA,87.35,"Knight & Ackerley, 2001",SLA,NA,NA,-3.6885,-0.39,1.220234296755585,2.0344388551926604
