"","Species","date","wp","time","lfm","study","tissue_age","Sp.Site"
"1822","QUEDOU",2022-09-16,-4.073,"md",0.677816816672282,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1823","QUEDOU",2022-09-16,-1.695,"pd",0.713964856652134,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1824","QUEDOU",2022-03-08,-1.65333333333333,"md",1.75405358241543,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1825","QUEDOU",2022-03-08,-0.3335,"pd",2.29321081409478,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1826","QUEDOU",2022-04-04,-0.38925,"pd",1.18124654304096,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1827","QUEDOU",2022-04-12,-2.2,"md",0.994408431886783,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1828","QUEDOU",2022-04-27,-2.62066666666667,"md",0.808619901035386,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1829","QUEDOU",2022-04-27,-0.9345,"pd",0.81010180109632,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1830","QUEDOU",2022-05-25,-2.6858,"md",0.788674292143259,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1831","QUEDOU",2022-05-25,-1.81766666666667,"pd",0.77990852482504,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1832","QUEDOU",2022-09-15,-3.59033333333333,"md",0.603137458831687,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1833","QUEDOU",2022-09-12,-1.6205,"pd",0.6602656425028,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1834","QUEDOU",2022-03-08,-1.045,"pd",2.16456239493544,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1835","QUEDOU",2022-04-04,-2.125,"md",1.08362634786685,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1836","QUEDOU",2022-04-04,-0.4295,"pd",1.31804212092783,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1837","QUEDOU",2022-04-27,-2.733,"md",0.784051184295421,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1838","QUEDOU",2022-04-27,-0.917666666666667,"pd",1.01789781223401,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1839","QUEDOU",2022-05-25,-3,"md",1.06703935205564,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1840","QUEDOU",2022-05-23,-3,"md",0.749499521281225,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1841","QUEDOU",2022-05-25,-1.72933333333333,"pd",0.85743884264476,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1842","QUEDOU",2022-07-19,-4.3,"md",0.640625,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1843","QUEDOU",2022-09-15,-3.5775,"md",0.631027638929727,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1844","QUEDOU",2022-09-16,-1.687,"pd",0.714519618735746,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1845","QUEDOU",2022-09-12,-1.687,"pd",0.885314583409232,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1846","QUEDOU",2022-03-08,-1.40666666666667,"md",1.60109994776784,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1847","QUEDOU",2022-04-04,-0.540666666666667,"pd",1.06285509774974,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1848","QUEDOU",2022-04-12,-1.727,"md",1.01309504200297,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1849","QUEDOU",2022-04-27,-2.717,"md",0.793058580601364,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1850","QUEDOU",2022-04-27,-0.991333333333333,"pd",1.15962397617275,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1851","QUEDOU",2022-05-25,-3.19933333333333,"md",0.873489630297566,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1852","QUEDOU",2022-05-25,-1.767,"pd",0.840819730727987,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1853","QUEDOU",2022-07-19,-4.46666666666667,"md",0.63816054860831,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1854","QUEDOU",2022-09-15,-2.566,"md",0.58031939877877,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1855","QUEDOU",2022-09-16,-1.90766666666667,"pd",0.854016006171054,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1856","QUEDOU",2022-09-12,-1.90766666666667,"pd",0.899223724169206,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1857","QUEDOU",2022-03-08,-1.77,"md",1.3532197656088,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1858","QUEDOU",2022-03-08,-0.815,"pd",1.81348536615486,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1859","QUEDOU",2022-04-04,-2.1,"md",0.937573356807512,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1860","QUEDOU",2022-04-04,-0.36675,"pd",0.945303620018599,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1861","QUEDOU",2022-04-27,-2.42633333333333,"md",0.789125471742068,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1862","QUEDOU",2022-04-27,-0.989,"pd",0.860114404576183,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1863","QUEDOU",2022-05-25,-3.4,"md",0.828391226583827,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1864","QUEDOU",2022-05-25,-1.67233333333333,"pd",0.878685762426285,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1865","QUEDOU",2022-09-15,-3.4215,"md",0.501430292080699,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1866","QUEDOU",2022-09-16,-3.4215,"md",0.583933213357328,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1867","QUEDOU",2022-09-16,-1.29416666666667,"pd",0.703349796006012,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1868","QUEDOU",2022-09-12,-1.29416666666667,"pd",0.728373702422145,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1869","QUEDOU",2022-04-04,-1.88333333333333,"md",1.03546052631579,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1870","QUEDOU",2022-04-04,-0.6765,"pd",1.27854226284008,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1871","QUEDOU",2022-05-25,-3.3,"md",0.701880437833286,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1872","QUEDOU",2022-05-25,-1.736,"pd",0.801554012239566,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1873","QUEDOU",2022-04-04,-1.12333333333333,"pd",1.04901616303584,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1874","QUEDOU",2022-04-25,-3.03333333333333,"md",0.91171686578047,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1875","QUEDOU",2022-04-25,-1.276,"pd",1.16770968080271,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1876","QUEDOU",2022-05-23,-3.276,"md",0.614859437751004,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1877","QUEDOU",2022-07-19,-3.95,"md",0.602637614678899,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1878","QUEDOU",2022-08-18,-4.0635,"md",0.602371633857118,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1879","QUEDOU",2022-08-18,-2.851,"pd",0.550387596899225,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1880","QUEDOU",2022-09-16,-1.60833333333333,"pd",0.606903526576387,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1881","QUEDOU",2022-09-12,-1.60833333333333,"pd",0.864146598867888,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1882","QUEDOU",2022-04-25,-2.62666666666667,"md",1.28309768637532,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1883","QUEDOU",2022-04-25,-1.171,"pd",0.980646617389832,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1884","QUEDOU",2022-05-23,-3.56833333333333,"md",0.89495026778883,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1885","QUEDOU",2022-07-19,-3.45,"pd",0.667702936096719,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1886","QUEDOU",2022-08-18,-4.2655,"md",0.643712330998534,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1887","QUEDOU",2022-09-12,-1.91666666666667,"pd",0.570414893811961,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1888","QUEDOU",2022-04-04,-0.856333333333333,"pd",1.42023782813552,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1889","QUEDOU",2022-04-25,-1.695,"md",0.936826783114993,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1890","QUEDOU",2022-04-25,-1.253,"pd",0.991880547718984,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1891","QUEDOU",2022-05-23,-2.22,"md",0.718262886971652,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1892","QUEDOU",2022-07-19,-4.875,"md",0.566019417475728,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1893","QUEDOU",2022-07-19,-4.15,"pd",0.645306122448979,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1894","QUEDOU",2022-08-18,-4.2785,"md",0.593693460842595,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1895","QUEDOU",2022-08-18,-3.60766666666667,"pd",0.4401977076143,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1896","QUEDOU",2022-09-15,-3.836,"md",0.569183673469388,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1897","QUEDOU",2022-09-12,-1.57,"pd",0.719415100414262,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1898","QUEDOU",2022-04-04,-0.505,"pd",1.85393258426966,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1899","QUEDOU",2022-04-27,-2.50333333333333,"md",0.82860852629301,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1900","QUEDOU",2022-04-27,-1.2195,"pd",1.24268100592037,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1901","QUEDOU",2022-05-25,-2.97216666666667,"md",0.867345013041923,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1902","QUEDOU",2022-05-25,-2.607,"pd",0.743375174337518,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1903","QUEDOU",2022-09-15,-4.1735,"md",0.6312952410288,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1904","QUEDOU",2022-09-16,-2.4035,"pd",0.701974784219802,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1905","QUEDOU",2022-04-04,-1.6,"md",1.88848894967965,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1906","QUEDOU",2022-04-04,-0.7244,"pd",1.97452989752263,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1907","QUEDOU",2022-04-27,-2.29,"md",0.977027497389488,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1908","QUEDOU",2022-04-27,-1.198,"pd",1.24364032104476,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1909","QUEDOU",2022-05-25,-2.104,"pd",0.862260830068699,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1910","QUEDOU",2022-07-19,-3.96666666666667,"md",0.633348687240903,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1911","QUEDOU",2022-09-16,-2.0305,"pd",0.684466724789305,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1912","QUEDOU",2022-04-04,-2.46666666666667,"md",1.85153922542205,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1913","QUEDOU",2022-04-04,-0.787,"pd",1.61284393449928,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1914","QUEDOU",2022-09-15,-3.63933333333333,"md",0.57375862568161,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1915","QUEDOU",2022-04-04,-0.617666666666667,"pd",1.2413432751511,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1916","QUEDOU",2022-04-27,-2.731,"md",0.836149187121454,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1917","QUEDOU",2022-04-27,-1.326,"pd",0.874926943308007,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1918","QUEDOU",2022-05-25,-3.1685,"md",0.874920270442658,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1919","QUEDOU",2022-05-25,-1.982,"pd",0.818181818181818,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1920","QUEDOU",2022-07-19,-4.75,"md",0.651905252317199,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1921","QUEDOU",2022-09-13,-4.4435,"md",0.592994161801501,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1922","QUEDOU",2022-09-16,-1.84675,"pd",0.734324458820602,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1923","QUEDOU",2022-03-08,-2.17333333333333,"md",1.30653336595938,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1924","QUEDOU",2022-04-04,-2.43333333333333,"md",1.0637868574311,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1925","QUEDOU",2022-04-04,-0.68625,"pd",1.31675311737831,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1926","QUEDOU",2022-04-27,-1.781,"md",0.826173391731121,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1927","QUEDOU",2022-05-23,-2.9805,"md",0.799793377195367,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1928","QUEDOU",2022-05-25,-1.775,"pd",0.805617476593847,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1929","QUEDOU",2022-07-19,-3.86666666666667,"md",0.634358288770053,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1930","QUEDOU",2022-09-16,-2.643,"md",0.645137814973165,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1931","QUEDOU",2022-09-12,-2.10666666666667,"pd",0.731469517208975,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1932","QUEDOU",2022-03-08,-1.87333333333333,"md",1.22167042889391,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1933","QUEDOU",2022-04-04,-2.875,"md",1.27213027229044,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1934","QUEDOU",2022-04-04,-0.18325,"pd",1.09053288558733,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1935","QUEDOU",2022-04-27,-2.14233333333333,"md",0.818946724289594,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1936","QUEDOU",2022-04-27,-0.881333333333333,"pd",1.01518316195373,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1937","QUEDOU",2022-05-23,-3.7402,"md",0.727192205491585,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1938","QUEDOU",2022-05-25,-1.65,"pd",0.827899518973811,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1939","QUEDOU",2022-07-19,-4.175,"md",0.636,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1940","QUEDOU",2022-09-12,-1.96833333333333,"pd",0.807627731328277,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1941","QUEAGR",2022-04-04,-0.18775,"pd",1.12027356764764,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1942","QUEAGR",2022-04-27,-1.94266666666667,"md",0.727723222565605,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1943","QUEAGR",2022-04-27,-0.887333333333333,"pd",0.830443147100746,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1944","QUEAGR",2022-05-23,-2.65083333333333,"md",0.664019296729577,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1945","QUEAGR",2022-05-25,-1.455,"pd",0.627463001754117,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1946","QUEAGR",2022-09-12,-1.44,"pd",0.839745748442499,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1947","QUEAGR",2022-03-08,-1.656,"md",1.05864408295992,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1948","QUEAGR",2022-04-04,-0.323,"pd",1.06155151808331,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1949","QUEAGR",2022-04-27,-2.42766666666667,"md",0.753170098339163,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1950","QUEAGR",2022-04-27,-0.773,"pd",0.939386844010537,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1951","QUEAGR",2022-05-25,-2.149,"md",0.687765048420786,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1952","QUEAGR",2022-05-25,-1.312,"pd",0.670478739154436,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1953","QUEAGR",2022-07-19,-3.46666666666667,"md",0.591294902803906,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1954","QUEAGR",2022-09-12,-1.5495,"pd",0.678792368783396,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1955","QUEDOU",2022-03-08,-1.685,"md",1.71107445410574,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1956","QUEDOU",2022-04-04,-2.25,"md",1.16238159675237,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1957","QUEDOU",2022-04-04,-0.413,"pd",1.35644021449625,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1958","QUEDOU",2022-04-27,-1.871,"md",0.865596790371113,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1959","QUEDOU",2022-04-27,-1.017,"pd",1.05661677448991,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1960","QUEDOU",2022-05-23,-2.692,"md",0.772057451967916,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1961","QUEDOU",2022-05-25,-1.7,"pd",0.854582137037325,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1962","QUEDOU",2022-07-19,-4.1,"md",0.628688152519292,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1963","QUEDOU",2022-09-15,-3.92866666666667,"md",0.513475017804266,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1964","QUEDOU",2022-09-12,-2.03666666666667,"pd",0.69799327892724,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1965","QUEDOU",2022-03-08,-1.8025,"md",1.23072844040301,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1966","QUEDOU",2022-04-04,-0.1056,"pd",1.21677410506103,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1967","QUEDOU",2022-04-27,-1.428,"md",0.876361744333518,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1968","QUEDOU",2022-04-27,-1.0305,"pd",1.04870894144063,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1969","QUEDOU",2022-05-23,-3.0585,"md",0.771422473588731,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1970","QUEDOU",2022-05-25,-1.5,"pd",0.792963464140731,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1971","QUEDOU",2022-07-19,-4.1,"md",0.595717066839715,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1972","QUEDOU",2022-09-15,-3.658,"md",0.617318253138075,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1973","QUEDOU",2022-04-04,-2.6,"md",0.977123578888992,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1974","QUEDOU",2022-04-04,-0.4384,"pd",1.15583839616324,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1975","QUEDOU",2022-04-27,-2.98233333333333,"md",0.798013245033112,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1976","QUEDOU",2022-04-27,-1.209,"pd",0.950504856850716,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1977","QUEDOU",2022-05-25,-3.367,"md",0.727073107724102,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1978","QUEDOU",2022-05-25,-2.05333333333333,"pd",0.821047102083698,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1979","QUEDOU",2022-07-19,-4.53333333333333,"md",0.600141043723554,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1980","QUEDOU",2022-09-15,-4.189,"md",0.577552356020942,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1981","QUEDOU",2022-09-12,-1.806,"pd",0.672545732818308,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1982","QUEDOU",2022-04-04,-0.572666666666667,"pd",1.10638216948121,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1983","QUEDOU",2022-04-27,-2.66533333333333,"md",0.795442775763853,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1984","QUEDOU",2022-04-27,-1.28133333333333,"pd",1.00714567317169,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1985","QUEDOU",2022-05-23,-3.34425,"md",0.735964095181641,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1986","QUEDOU",2022-05-25,-1.985,"pd",0.716937354988399,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1987","QUEDOU",2022-09-12,-2.87366666666667,"pd",0.648002770722697,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1988","QUEDOU",2022-04-04,-0.53675,"pd",1.06288942866195,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1989","QUEDOU",2022-04-27,-2.0795,"md",0.73318667504714,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1990","QUEDOU",2022-04-27,-1.216,"pd",0.722559551611397,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1991","QUEDOU",2022-05-23,-3.2125,"md",0.696586074504514,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1992","QUEDOU",2022-05-25,-1.775,"pd",0.805054151624549,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1993","QUEDOU",2022-07-19,-5,"md",0.57787610619469,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1994","QUEDOU",2022-09-15,-3.787,"md",0.52635909119676,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1995","QUEDOU",2022-09-12,-2.359,"pd",0.570907341325528,"Sedgwick",NA,"QUEDOU_Sedgwick"
"1996","QUEAGR",2022-04-04,-0.2346,"pd",1.093458659693,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1997","QUEAGR",2022-04-27,-1.98666666666667,"md",0.732757294808861,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1998","QUEAGR",2022-05-23,-2.5555,"md",0.613691603983243,"Sedgwick",NA,"QUEAGR_Sedgwick"
"1999","QUEAGR",2022-05-25,-1.44,"pd",0.6243049847225,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2000","QUEAGR",2022-07-19,-3.3,"md",0.588915121566496,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2001","QUEAGR",2022-09-15,-3.1065,"md",0.513289246661086,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2002","QUEAGR",2022-09-12,-1.329,"pd",0.713534793282711,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2003","QUEAGR",2022-04-04,-0.1886,"pd",0.911091278146492,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2004","QUEAGR",2022-04-27,-2.97033333333333,"md",0.735379042366292,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2005","QUEAGR",2022-04-27,-0.758,"pd",1.77349394880367,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2006","QUEAGR",2022-05-23,-2.02375,"md",0.669160088277736,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2007","QUEAGR",2022-05-25,-1.37625,"pd",0.68574651394135,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2008","QUEAGR",2022-07-19,-3.4625,"md",0.591722824110926,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2009","QUEAGR",2022-09-12,-2,"pd",0.597702075289244,"Sedgwick",NA,"QUEAGR_Sedgwick"
"2010","QUEDOU",2022-04-04,-0.244,"pd",1.22034925453359,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2011","QUEDOU",2022-05-23,-2.971,"md",0.704772727272727,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2012","QUEDOU",2022-05-25,-1.9125,"pd",0.821908449100433,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2013","QUEDOU",2022-09-12,-2.89666666666667,"pd",0.544293774126497,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2014","QUEDOU",2022-04-27,-1.873,"md",0.80955749935683,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2015","QUEDOU",2022-04-27,-0.899,"pd",0.825568181818182,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2016","QUEDOU",2022-04-04,-0.518,"pd",1.66972829503388,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2017","QUEDOU",2022-05-25,-3.21666666666667,"md",1.27549852893102,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2018","QUEDOU",2022-05-25,-1.52,"pd",0.909009812667261,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2019","QUEDOU",2022-07-19,-4.1,"md",0.600883800341468,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2020","QUEDOU",2022-09-15,-3.556,"md",0.64247656302691,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2021","QUEDOU",2022-09-12,-1.48244444444444,"pd",0.936710712370179,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2022","QUEDOU",2022-09-16,-1.48244444444444,"pd",0.635322899350751,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2023","QUEDOU",2022-04-04,-0.8625,"md",1.8858940397351,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2024","QUEDOU",2022-04-04,-0.756333333333333,"pd",2.3916011181174,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2025","QUEDOU",2022-04-27,-1.99433333333333,"md",1.2706149245523,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2026","QUEDOU",2022-04-27,-0.852666666666667,"pd",1.1154038098709,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2027","QUEDOU",2022-05-25,-3.252,"md",0.918885601577909,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2028","QUEDOU",2022-05-25,-1.55366666666667,"pd",0.910688140556369,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2029","QUEDOU",2022-07-19,-4.1,"md",0.620322691383454,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2030","QUEDOU",2022-09-15,-4.3785,"md",0.631753711873251,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2031","QUEDOU",2022-09-16,-1.8648,"pd",0.685065657689739,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2032","QUEDOU",2022-09-12,-1.8648,"pd",0.897003477680911,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2033","QUEDOU",2022-04-04,-0.617,"pd",2.14544143671757,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2034","QUEDOU",2022-04-27,-2.32733333333333,"md",0.966947876586287,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2035","QUEDOU",2022-05-25,-1.65,"pd",0.916484886257401,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2036","QUEDOU",2022-07-19,-3.63333333333333,"md",0.645807259073842,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2037","QUEDOU",2022-09-15,-3.72733333333333,"md",0.640068672090767,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2038","QUEDOU",2022-09-12,-1.76057142857143,"pd",0.901860465116279,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2039","QUEDOU",2022-09-15,-1.76057142857143,"pd",0.659543358452368,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2040","QUEDOU",2022-04-04,-0.201,"pd",1.69590382902939,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2041","QUEDOU",2022-04-27,-2.08566666666667,"md",0.957553562674817,"Sedgwick",NA,"QUEDOU_Sedgwick"
"2042","QUEDOU",2022-04-27,-0.842333333333333,"pd",0.985981308411215,"Sedgwick",NA,"QUEDOU_Sedgwick"
