"","Species","date","wp","time","lfm","study","tissue_age","Sp.Site"
"591","ABICON",2021-06-15,-0.735,"pd",1.226946888,"SEKI","old","ABICON_SEKI"
"592","ABICON",2021-06-15,-1.4,"md",1.226946888,"SEKI","old","ABICON_SEKI"
"593","ABICON",2021-07-09,-0.845,"pd",1.35839217,"SEKI","old","ABICON_SEKI"
"594","ABICON",2021-07-09,-1.81,"md",1.35839217,"SEKI","old","ABICON_SEKI"
"595","ABICON",2021-07-31,-1.065,"pd",1.308678575,"SEKI","old","ABICON_SEKI"
"596","ABICON",2021-07-31,-1.825,"md",1.308678575,"SEKI","old","ABICON_SEKI"
"597","ABICON",2021-08-20,-1.445,"pd",1.295437998,"SEKI","old","ABICON_SEKI"
"598","ABICON",2021-08-20,-2.04,"md",1.295437998,"SEKI","old","ABICON_SEKI"
"599","ABICON",2021-09-17,-1.655,"pd",1.272862987,"SEKI","old","ABICON_SEKI"
"600","ABICON",2021-09-17,-1.885,"md",1.272862987,"SEKI","old","ABICON_SEKI"
"601","ABICON",2021-10-17,-1.36,"pd",1.301982846,"SEKI","old","ABICON_SEKI"
"602","ABICON",2021-10-17,-1.885,"md",1.301982846,"SEKI","old","ABICON_SEKI"
"603","ABICON",2021-05-14,-0.71,"pd",1.079494106,"SEKI","old","ABICON_SEKI"
"604","ABICON",2021-05-14,-2.373333333,"md",1.079494106,"SEKI","old","ABICON_SEKI"
"605","ABICON",2021-06-15,-0.68,"pd",1.207900834,"SEKI","old","ABICON_SEKI"
"606","ABICON",2021-06-15,-1.69,"md",1.207900834,"SEKI","old","ABICON_SEKI"
"607","ABICON",2021-07-09,-0.65,"pd",1.431966406,"SEKI","old","ABICON_SEKI"
"608","ABICON",2021-07-09,-1.755,"md",1.431966406,"SEKI","old","ABICON_SEKI"
"609","ABICON",2021-07-31,-0.855,"pd",1.398065007,"SEKI","old","ABICON_SEKI"
"610","ABICON",2021-07-31,-1.793333333,"md",1.398065007,"SEKI","old","ABICON_SEKI"
"611","ABICON",2021-08-20,-1.04,"pd",1.348879344,"SEKI","old","ABICON_SEKI"
"612","ABICON",2021-08-20,-2.016666667,"md",1.348879344,"SEKI","old","ABICON_SEKI"
"613","ABICON",2021-09-17,-1.34,"pd",1.368846476,"SEKI","old","ABICON_SEKI"
"614","ABICON",2021-09-17,-1.865,"md",1.368846476,"SEKI","old","ABICON_SEKI"
"615","ABICON",2021-10-17,-1.15,"pd",1.289259891,"SEKI","old","ABICON_SEKI"
"616","ABICON",2021-10-17,-1.955,"md",1.289259891,"SEKI","old","ABICON_SEKI"
"617","ABICON",2021-05-14,-0.84,"pd",1.042173392,"SEKI","old","ABICON_SEKI"
"618","ABICON",2021-05-14,-2.335,"md",1.042173392,"SEKI","old","ABICON_SEKI"
"619","ABICON",2021-06-15,-0.72,"pd",1.021520766,"SEKI","old","ABICON_SEKI"
"620","ABICON",2021-06-15,-1.783333333,"md",1.021520766,"SEKI","old","ABICON_SEKI"
"621","ABICON",2021-07-09,-0.59,"pd",1.362969865,"SEKI","old","ABICON_SEKI"
"622","ABICON",2021-07-09,-1.755,"md",1.362969865,"SEKI","old","ABICON_SEKI"
"623","ABICON",2021-07-31,-0.71,"pd",1.399630475,"SEKI","old","ABICON_SEKI"
"624","ABICON",2021-07-31,-1.8,"md",1.399630475,"SEKI","old","ABICON_SEKI"
"625","ABICON",2021-08-20,-1.08,"pd",1.455829502,"SEKI","old","ABICON_SEKI"
"626","ABICON",2021-08-20,-1.89,"md",1.455829502,"SEKI","old","ABICON_SEKI"
"627","ABICON",2021-09-17,-1.433333333,"pd",1.497178921,"SEKI","old","ABICON_SEKI"
"628","ABICON",2021-09-17,-1.865,"md",1.497178921,"SEKI","old","ABICON_SEKI"
"629","ABICON",2021-10-17,-1.275,"pd",1.510996053,"SEKI","old","ABICON_SEKI"
"630","ABICON",2021-10-17,-1.93,"md",1.510996053,"SEKI","old","ABICON_SEKI"
"631","ABICON",2021-05-14,-0.655,"pd",1.036515272,"SEKI","old","ABICON_SEKI"
"632","ABICON",2021-05-14,-1.906666667,"md",1.036515272,"SEKI","old","ABICON_SEKI"
"633","ABICON",2021-06-15,-0.57,"pd",1.030953495,"SEKI","old","ABICON_SEKI"
"634","ABICON",2021-06-15,-1.67,"md",1.030953495,"SEKI","old","ABICON_SEKI"
"635","ABICON",2021-07-09,-0.675,"pd",1.156565105,"SEKI","old","ABICON_SEKI"
"636","ABICON",2021-07-09,-1.97,"md",1.156565105,"SEKI","old","ABICON_SEKI"
"637","ABICON",2021-07-31,-1.125,"pd",1.234439919,"SEKI","old","ABICON_SEKI"
"638","ABICON",2021-07-31,-1.825,"md",1.234439919,"SEKI","old","ABICON_SEKI"
"639","ABICON",2021-08-20,-1.645,"pd",1.173838496,"SEKI","old","ABICON_SEKI"
"640","ABICON",2021-08-20,-1.71,"md",1.173838496,"SEKI","old","ABICON_SEKI"
"641","ABICON",2021-09-17,-1.715,"pd",1.285415246,"SEKI","old","ABICON_SEKI"
"642","ABICON",2021-09-17,-1.93,"md",1.285415246,"SEKI","old","ABICON_SEKI"
"643","ABICON",2021-05-14,-0.865,"pd",0.9649160642,"SEKI","old","ABICON_SEKI"
"644","ABICON",2021-05-14,-1.985,"md",0.9649160642,"SEKI","old","ABICON_SEKI"
"645","ABICON",2021-06-15,-0.775,"pd",1.019135875,"SEKI","old","ABICON_SEKI"
"646","ABICON",2021-06-15,-1.68,"md",1.019135875,"SEKI","old","ABICON_SEKI"
"647","ABICON",2021-07-09,-1.36,"pd",1.240029641,"SEKI","old","ABICON_SEKI"
"648","ABICON",2021-07-09,-1.92,"md",1.240029641,"SEKI","old","ABICON_SEKI"
"649","ABICON",2021-07-31,-1.64,"pd",1.059018926,"SEKI","old","ABICON_SEKI"
"650","ABICON",2021-07-31,-1.98,"md",1.059018926,"SEKI","old","ABICON_SEKI"
"651","ABICON",2021-08-20,-1.76,"pd",1.106745728,"SEKI","old","ABICON_SEKI"
"652","ABICON",2021-08-20,-2.115,"md",1.106745728,"SEKI","old","ABICON_SEKI"
"653","ABICON",2021-09-17,-1.96,"pd",1.159792387,"SEKI","old","ABICON_SEKI"
"654","ABICON",2021-09-17,-1.97,"md",1.159792387,"SEKI","old","ABICON_SEKI"
"655","ABICON",2021-10-17,-1.436666667,"pd",1.08990887,"SEKI","old","ABICON_SEKI"
"656","ABICON",2021-10-17,-1.97,"md",1.08990887,"SEKI","old","ABICON_SEKI"
"657","ABICON",2020-08-04,-0.615,"pd",1.43022415,"SEKI","old","ABICON_SEKI"
"658","ABICON",2020-08-04,-1.805,"md",1.43022415,"SEKI","old","ABICON_SEKI"
"659","ABICON",2020-08-26,-0.653,"pd",1.609165334,"SEKI","old","ABICON_SEKI"
"660","ABICON",2020-08-26,-1.877,"md",1.609165334,"SEKI","old","ABICON_SEKI"
"661","ABICON",2020-08-04,-0.805,"pd",2.355755249,"SEKI","old","ABICON_SEKI"
"662","ABICON",2020-08-04,-1.725,"md",2.355755249,"SEKI","old","ABICON_SEKI"
"663","ABICON",2020-08-26,-1.29,"pd",0.8835114982,"SEKI","old","ABICON_SEKI"
"664","ABICON",2020-08-26,-1.796,"md",0.8835114982,"SEKI","old","ABICON_SEKI"
"665","ABICON",2020-10-19,-2.133,"pd",1.388258007,"SEKI","old","ABICON_SEKI"
"666","ABICON",2020-10-19,-2.336,"md",1.388258007,"SEKI","old","ABICON_SEKI"
"667","ABICON",2020-08-04,-0.865,"pd",1.832976215,"SEKI","old","ABICON_SEKI"
"668","ABICON",2020-08-04,-1.87,"md",1.832976215,"SEKI","old","ABICON_SEKI"
"669","ABICON",2020-08-26,-1.265,"pd",1.150502272,"SEKI","old","ABICON_SEKI"
"670","ABICON",2020-08-26,-1.727,"md",1.150502272,"SEKI","old","ABICON_SEKI"
"671","ARCPAT",2021-07-30,-0.736666667,"pd",1.009410189,"SEKI","both","ARCPAT_SEKI"
"672","ARCPAT",2021-07-30,-2.035,"md",1.009410189,"SEKI","both","ARCPAT_SEKI"
"673","ARCPAT",2021-07-30,-2.335,"pd",1.069104228,"SEKI","both","ARCPAT_SEKI"
"674","ARCPAT",2021-07-30,-3.35,"md",1.069104228,"SEKI","both","ARCPAT_SEKI"
"675","ARCPAT",2021-07-30,-1.29,"pd",1.114548119,"SEKI","both","ARCPAT_SEKI"
"676","ARCPAT",2021-07-30,-2.83,"md",1.114548119,"SEKI","both","ARCPAT_SEKI"
"677","ARCPAT",2021-07-31,-0.45,"pd",1.271200402,"SEKI","both","ARCPAT_SEKI"
"678","ARCPAT",2021-07-31,-1.74,"md",1.271200402,"SEKI","both","ARCPAT_SEKI"
"679","ARCPAT",2021-07-31,-0.555,"pd",1.37155978,"SEKI","both","ARCPAT_SEKI"
"680","ARCPAT",2021-07-31,-1.915,"md",1.37155978,"SEKI","both","ARCPAT_SEKI"
"681","ARCPAT",2021-07-31,-0.66,"pd",1.352302742,"SEKI","both","ARCPAT_SEKI"
"682","ARCPAT",2021-07-31,-2.156666667,"md",1.352302742,"SEKI","both","ARCPAT_SEKI"
"683","ARCPAT",2021-07-31,-1.825,"pd",1.197308403,"SEKI","both","ARCPAT_SEKI"
"684","ARCPAT",2021-07-31,-2.025,"md",1.197308403,"SEKI","both","ARCPAT_SEKI"
"685","ARCPAT",2020-08-04,-0.7455,"pd",1.443414957,"SEKI","new","ARCPAT_SEKI"
"686","ARCPAT",2020-08-04,-1.65,"md",1.443414957,"SEKI","new","ARCPAT_SEKI"
"687","ARCPAT",2020-08-26,-1.6795,"pd",1.256296716,"SEKI","new","ARCPAT_SEKI"
"688","ARCPAT",2020-08-26,-2.661,"md",1.256296716,"SEKI","new","ARCPAT_SEKI"
"689","ARCPAT",2020-10-19,-5.3175,"pd",0.7305716838,"SEKI","new","ARCPAT_SEKI"
"690","ARCPAT",2020-10-19,-6.411,"md",0.7305716838,"SEKI","new","ARCPAT_SEKI"
"691","ARCPAT",2021-07-08,-1.02,"pd",2.076236507,"SEKI","new","ARCPAT_SEKI"
"692","ARCPAT",2021-07-08,-1.7,"md",2.076236507,"SEKI","new","ARCPAT_SEKI"
"693","ARCPAT",2021-06-16,-0.655,"pd",2.005565863,"SEKI","new","ARCPAT_SEKI"
"694","ARCPAT",2021-06-16,-1.903333333,"md",2.005565863,"SEKI","new","ARCPAT_SEKI"
"695","ARCPAT",2021-06-16,-0.77,"pd",1.826684828,"SEKI","new","ARCPAT_SEKI"
"696","ARCPAT",2021-06-16,-1.74,"md",1.826684828,"SEKI","new","ARCPAT_SEKI"
"697","ARCPAT",2021-07-08,-0.825,"pd",1.861682799,"SEKI","new","ARCPAT_SEKI"
"698","ARCPAT",2021-07-08,-2.26,"md",1.861682799,"SEKI","new","ARCPAT_SEKI"
"699","ARCPAT",2020-08-04,-1.185,"pd",1.342995798,"SEKI","new","ARCPAT_SEKI"
"700","ARCPAT",2020-08-04,-2.685,"md",1.342995798,"SEKI","new","ARCPAT_SEKI"
"701","ARCPAT",2020-08-26,-1.4485,"pd",1.117165878,"SEKI","new","ARCPAT_SEKI"
"702","ARCPAT",2020-08-26,-3.052,"md",1.117165878,"SEKI","new","ARCPAT_SEKI"
"703","ARCPAT",2020-10-19,-0.8635,"pd",1.171872681,"SEKI","new","ARCPAT_SEKI"
"704","ARCPAT",2020-10-19,-3.6535,"md",1.171872681,"SEKI","new","ARCPAT_SEKI"
"705","ARCPAT",2020-08-04,-0.8495,"pd",1.170170715,"SEKI","new","ARCPAT_SEKI"
"706","ARCPAT",2020-08-04,-2.055,"md",1.170170715,"SEKI","new","ARCPAT_SEKI"
"707","ARCPAT",2020-08-26,-1.523,"pd",1.155191853,"SEKI","new","ARCPAT_SEKI"
"708","ARCPAT",2020-08-26,-1.9825,"md",1.155191853,"SEKI","new","ARCPAT_SEKI"
"709","ARCPAT",2020-10-19,-4.475,"pd",0.8436418207,"SEKI","new","ARCPAT_SEKI"
"710","ARCPAT",2020-10-19,-5.035,"md",0.8436418207,"SEKI","new","ARCPAT_SEKI"
"711","ARCPAT",2020-08-04,-0.929,"pd",1.17694099,"SEKI","new","ARCPAT_SEKI"
"712","ARCPAT",2020-08-04,-2.55,"md",1.17694099,"SEKI","new","ARCPAT_SEKI"
"713","ARCPAT",2020-08-26,-1.3275,"pd",1.122478411,"SEKI","new","ARCPAT_SEKI"
"714","ARCPAT",2020-08-26,-2.762,"md",1.122478411,"SEKI","new","ARCPAT_SEKI"
"715","ARCPAT",2020-10-19,-2.042,"pd",1.062017357,"SEKI","new","ARCPAT_SEKI"
"716","ARCPAT",2020-10-19,-3.7375,"md",1.062017357,"SEKI","new","ARCPAT_SEKI"
"717","ARCPAT",2020-08-04,-0.855,"pd",1.339722219,"SEKI","new","ARCPAT_SEKI"
"718","ARCPAT",2020-08-04,-2.005,"md",1.339722219,"SEKI","new","ARCPAT_SEKI"
"719","ARCPAT",2020-08-26,-1.887,"pd",1.230890631,"SEKI","new","ARCPAT_SEKI"
"720","ARCPAT",2020-08-26,-3.0805,"md",1.230890631,"SEKI","new","ARCPAT_SEKI"
"721","ARCPAT",2020-10-19,-1.4735,"pd",1.032457854,"SEKI","new","ARCPAT_SEKI"
"722","ARCPAT",2020-10-19,-2.8645,"md",1.032457854,"SEKI","new","ARCPAT_SEKI"
"723","ARCPAT",2020-08-04,-0.523,"pd",1.346157819,"SEKI","new","ARCPAT_SEKI"
"724","ARCPAT",2020-08-04,-2.265,"md",1.346157819,"SEKI","new","ARCPAT_SEKI"
"725","ARCPAT",2020-08-26,-1.1155,"pd",1.187640165,"SEKI","new","ARCPAT_SEKI"
"726","ARCPAT",2020-08-26,-3.126,"md",1.187640165,"SEKI","new","ARCPAT_SEKI"
"727","ARCPAT",2020-10-19,-3.0855,"pd",0.8056910171,"SEKI","new","ARCPAT_SEKI"
"728","ARCPAT",2020-10-19,-3.8005,"md",0.8056910171,"SEKI","new","ARCPAT_SEKI"
"729","ARCPAT",2020-08-04,-0.8,"pd",1.476912001,"SEKI","new","ARCPAT_SEKI"
"730","ARCPAT",2020-08-04,-1.435,"md",1.476912001,"SEKI","new","ARCPAT_SEKI"
"731","ARCPAT",2020-08-26,-0.8865,"pd",1.849312396,"SEKI","new","ARCPAT_SEKI"
"732","ARCPAT",2020-08-26,-2.081,"md",1.849312396,"SEKI","new","ARCPAT_SEKI"
"733","ARCPAT",2020-10-19,-4.481,"pd",0.7225904411,"SEKI","new","ARCPAT_SEKI"
"734","ARCPAT",2020-10-19,-5.319,"md",0.7225904411,"SEKI","new","ARCPAT_SEKI"
"735","ARCPAT",2020-08-04,-0.33,"pd",1.414335486,"SEKI","new","ARCPAT_SEKI"
"736","ARCPAT",2020-08-04,-2.0045,"md",1.414335486,"SEKI","new","ARCPAT_SEKI"
"737","ARCPAT",2020-08-26,-0.6055,"pd",1.364167295,"SEKI","new","ARCPAT_SEKI"
"738","ARCPAT",2020-08-26,-2.7615,"md",1.364167295,"SEKI","new","ARCPAT_SEKI"
"739","ARCPAT",2020-10-19,-2.707,"pd",0.8450142965,"SEKI","new","ARCPAT_SEKI"
"740","ARCPAT",2020-10-19,-4.8265,"md",0.8450142965,"SEKI","new","ARCPAT_SEKI"
"741","ARCPAT",2021-07-09,-0.505,"pd",2.018646243,"SEKI","new","ARCPAT_SEKI"
"742","ARCPAT",2021-07-09,-1.515,"md",2.018646243,"SEKI","new","ARCPAT_SEKI"
"743","ARCPAT",2021-07-09,-0.46,"pd",1.925729981,"SEKI","new","ARCPAT_SEKI"
"744","ARCPAT",2021-07-09,-1.81,"md",1.925729981,"SEKI","new","ARCPAT_SEKI"
"745","ARCPAT",2021-07-09,-0.77,"pd",1.800850226,"SEKI","new","ARCPAT_SEKI"
"746","ARCPAT",2021-07-09,-1.97,"md",1.800850226,"SEKI","new","ARCPAT_SEKI"
"747","ARCPAT",2020-08-04,-0.525,"pd",1.37172034,"SEKI","new","ARCPAT_SEKI"
"748","ARCPAT",2020-08-04,-2.255,"md",1.37172034,"SEKI","new","ARCPAT_SEKI"
"749","ARCPAT",2020-08-26,-0.6755,"pd",1.274452104,"SEKI","new","ARCPAT_SEKI"
"750","ARCPAT",2020-08-26,-2.5445,"md",1.274452104,"SEKI","new","ARCPAT_SEKI"
"751","ARCPAT",2020-10-19,-2.1085,"pd",0.7898981538,"SEKI","new","ARCPAT_SEKI"
"752","ARCPAT",2020-10-19,-3.58,"md",0.7898981538,"SEKI","new","ARCPAT_SEKI"
"753","ARCPAT",2020-08-04,-0.545,"pd",1.472526774,"SEKI","new","ARCPAT_SEKI"
"754","ARCPAT",2020-08-04,-2.08,"md",1.472526774,"SEKI","new","ARCPAT_SEKI"
"755","ARCPAT",2020-08-26,-1.435,"pd",1.369142478,"SEKI","new","ARCPAT_SEKI"
"756","ARCPAT",2020-08-26,-2.4965,"md",1.369142478,"SEKI","new","ARCPAT_SEKI"
"757","ARCPAT",2020-10-19,-3.7625,"pd",0.7625441273,"SEKI","new","ARCPAT_SEKI"
"758","ARCPAT",2020-10-19,-4.636,"md",0.7625441273,"SEKI","new","ARCPAT_SEKI"
"759","ARCPAT",2020-08-04,-0.58,"pd",1.677395466,"SEKI","new","ARCPAT_SEKI"
"760","ARCPAT",2020-08-04,-1.89,"md",1.677395466,"SEKI","new","ARCPAT_SEKI"
"761","ARCPAT",2020-08-26,-0.6275,"pd",1.26273202,"SEKI","new","ARCPAT_SEKI"
"762","ARCPAT",2020-08-26,-2.412,"md",1.26273202,"SEKI","new","ARCPAT_SEKI"
"763","ARCPAT",2020-10-19,-3.2725,"pd",0.8646355453,"SEKI","new","ARCPAT_SEKI"
"764","ARCPAT",2020-10-19,-4.2915,"md",0.8646355453,"SEKI","new","ARCPAT_SEKI"
"765","ARCPAT",2021-04-24,-0.42,"pd",1.05117549,"SEKI","old","ARCPAT_SEKI"
"766","ARCPAT",2021-04-24,-0.745,"md",1.05117549,"SEKI","old","ARCPAT_SEKI"
"767","ARCPAT",2021-04-24,-0.205,"pd",1.075271257,"SEKI","old","ARCPAT_SEKI"
"768","ARCPAT",2021-04-24,-0.535,"md",1.075271257,"SEKI","old","ARCPAT_SEKI"
"769","ARCPAT",2021-04-24,-0.155,"pd",0.8956486579,"SEKI","old","ARCPAT_SEKI"
"770","ARCPAT",2021-04-24,-0.75,"md",0.8956486579,"SEKI","old","ARCPAT_SEKI"
"771","ARCPAT",2021-04-24,-0.46,"pd",0.9696616994,"SEKI","old","ARCPAT_SEKI"
"772","ARCPAT",2021-04-24,-0.61,"md",0.9696616994,"SEKI","old","ARCPAT_SEKI"
"773","ARCPAT",2021-04-24,-0.445,"pd",1.028200519,"SEKI","old","ARCPAT_SEKI"
"774","ARCPAT",2021-04-24,-0.65,"md",1.028200519,"SEKI","old","ARCPAT_SEKI"
"775","ARCPAT",2021-04-24,-0.57,"pd",0.9930157482,"SEKI","old","ARCPAT_SEKI"
"776","ARCPAT",2021-04-24,-0.84,"md",0.9930157482,"SEKI","old","ARCPAT_SEKI"
"777","ARCPAT",2021-04-24,-0.855,"pd",1.05057422,"SEKI","old","ARCPAT_SEKI"
"778","ARCPAT",2021-04-24,-2.035,"md",1.05057422,"SEKI","old","ARCPAT_SEKI"
"779","ARCPAT",2021-04-24,-0.56,"pd",1.018276267,"SEKI","old","ARCPAT_SEKI"
"780","ARCPAT",2021-04-24,-1.105,"md",1.018276267,"SEKI","old","ARCPAT_SEKI"
"781","ARCPAT",2021-04-24,-0.52,"pd",0.9911793766,"SEKI","old","ARCPAT_SEKI"
"782","ARCPAT",2021-04-24,-0.995,"md",0.9911793766,"SEKI","old","ARCPAT_SEKI"
"783","ARCPAT",2021-04-24,-0.545,"pd",0.9748837847,"SEKI","old","ARCPAT_SEKI"
"784","ARCPAT",2021-04-24,-1.09,"md",0.9748837847,"SEKI","old","ARCPAT_SEKI"
"785","ARCPAT",2021-04-24,-0.85,"pd",1.009946182,"SEKI","old","ARCPAT_SEKI"
"786","ARCPAT",2021-04-24,-1.47,"md",1.009946182,"SEKI","old","ARCPAT_SEKI"
"787","ARCPAT",2021-05-15,-0.415,"pd",0.9991100758,"SEKI","old","ARCPAT_SEKI"
"788","ARCPAT",2021-05-15,-0.935,"md",0.9991100758,"SEKI","old","ARCPAT_SEKI"
"789","ARCPAT",2021-06-16,-0.675,"pd",0.9431306255,"SEKI","old","ARCPAT_SEKI"
"790","ARCPAT",2021-06-16,-1.71,"md",0.9431306255,"SEKI","old","ARCPAT_SEKI"
"791","ARCPAT",2021-07-08,-1.02,"pd",1.145402336,"SEKI","old","ARCPAT_SEKI"
"792","ARCPAT",2021-07-08,-1.7,"md",1.145402336,"SEKI","old","ARCPAT_SEKI"
"793","ARCPAT",2021-08-19,-2.51,"pd",0.9903526423,"SEKI","old","ARCPAT_SEKI"
"794","ARCPAT",2021-08-19,-3.21,"md",0.9903526423,"SEKI","old","ARCPAT_SEKI"
"795","ARCPAT",2021-09-16,-3.48,"pd",0.8504272603,"SEKI","old","ARCPAT_SEKI"
"796","ARCPAT",2021-09-16,-4.32,"md",0.8504272603,"SEKI","old","ARCPAT_SEKI"
"797","ARCPAT",2021-10-16,-1.26,"pd",0.9997722425,"SEKI","old","ARCPAT_SEKI"
"798","ARCPAT",2021-10-16,-2.285,"md",0.9997722425,"SEKI","old","ARCPAT_SEKI"
"799","ARCPAT",2021-05-15,-0.575,"pd",1.016581905,"SEKI","old","ARCPAT_SEKI"
"800","ARCPAT",2021-05-15,-1.19,"md",1.016581905,"SEKI","old","ARCPAT_SEKI"
"801","ARCPAT",2021-06-16,-0.655,"pd",1.09684227,"SEKI","old","ARCPAT_SEKI"
"802","ARCPAT",2021-06-16,-1.903333333,"md",1.09684227,"SEKI","old","ARCPAT_SEKI"
"803","ARCPAT",2021-07-08,-0.98,"pd",1.415283877,"SEKI","old","ARCPAT_SEKI"
"804","ARCPAT",2021-07-08,-2.125,"md",1.415283877,"SEKI","old","ARCPAT_SEKI"
"805","ARCPAT",2021-08-19,-2.406666667,"pd",0.954922543,"SEKI","old","ARCPAT_SEKI"
"806","ARCPAT",2021-08-19,-3.28,"md",0.954922543,"SEKI","old","ARCPAT_SEKI"
"807","ARCPAT",2021-09-16,-2.31,"pd",0.8641425562,"SEKI","old","ARCPAT_SEKI"
"808","ARCPAT",2021-09-16,-3.715,"md",0.8641425562,"SEKI","old","ARCPAT_SEKI"
"809","ARCPAT",2021-10-16,-0.905,"pd",0.935318318,"SEKI","old","ARCPAT_SEKI"
"810","ARCPAT",2021-10-16,-2.39,"md",0.935318318,"SEKI","old","ARCPAT_SEKI"
"811","ARCPAT",2021-05-15,-0.755,"pd",0.9043289623,"SEKI","old","ARCPAT_SEKI"
"812","ARCPAT",2021-05-15,-1.17,"md",0.9043289623,"SEKI","old","ARCPAT_SEKI"
"813","ARCPAT",2021-06-16,-0.865,"pd",0.8504993917,"SEKI","old","ARCPAT_SEKI"
"814","ARCPAT",2021-06-16,-1.63,"md",0.8504993917,"SEKI","old","ARCPAT_SEKI"
"815","ARCPAT",2021-07-08,-1.045,"pd",1.273093308,"SEKI","old","ARCPAT_SEKI"
"816","ARCPAT",2021-07-08,-1.695,"md",1.273093308,"SEKI","old","ARCPAT_SEKI"
"817","ARCPAT",2021-08-19,-1.175,"pd",0.8828862547,"SEKI","old","ARCPAT_SEKI"
"818","ARCPAT",2021-08-19,-2.24,"md",0.8828862547,"SEKI","old","ARCPAT_SEKI"
"819","ARCPAT",2021-09-16,-1.085,"pd",0.9195522577,"SEKI","old","ARCPAT_SEKI"
"820","ARCPAT",2021-09-16,-3.195,"md",0.9195522577,"SEKI","old","ARCPAT_SEKI"
"821","ARCPAT",2021-10-16,-1.296666667,"pd",0.9836169165,"SEKI","old","ARCPAT_SEKI"
"822","ARCPAT",2021-10-16,-4.55,"md",0.9836169165,"SEKI","old","ARCPAT_SEKI"
"823","ARCPAT",2021-05-15,-0.626666667,"pd",0.9079148506,"SEKI","old","ARCPAT_SEKI"
"824","ARCPAT",2021-05-15,-1.61,"md",0.9079148506,"SEKI","old","ARCPAT_SEKI"
"825","ARCPAT",2021-06-16,-0.77,"pd",1.000799506,"SEKI","old","ARCPAT_SEKI"
"826","ARCPAT",2021-06-16,-1.74,"md",1.000799506,"SEKI","old","ARCPAT_SEKI"
"827","ARCPAT",2021-07-08,-0.845,"pd",1.307637128,"SEKI","old","ARCPAT_SEKI"
"828","ARCPAT",2021-07-08,-2.193333333,"md",1.307637128,"SEKI","old","ARCPAT_SEKI"
"829","ARCPAT",2021-07-30,-0.966666667,"pd",1.167423733,"SEKI","old","ARCPAT_SEKI"
"830","ARCPAT",2021-07-30,-2.96,"md",1.167423733,"SEKI","old","ARCPAT_SEKI"
"831","ARCPAT",2021-08-19,-1.56,"pd",0.9343525204,"SEKI","old","ARCPAT_SEKI"
"832","ARCPAT",2021-08-19,-2,"md",0.9343525204,"SEKI","old","ARCPAT_SEKI"
"833","ARCPAT",2021-09-16,-1.835,"pd",0.8359054753,"SEKI","old","ARCPAT_SEKI"
"834","ARCPAT",2021-09-16,-3.23,"md",0.8359054753,"SEKI","old","ARCPAT_SEKI"
"835","ARCPAT",2021-10-16,-1.03,"pd",0.993594349,"SEKI","old","ARCPAT_SEKI"
"836","ARCPAT",2021-10-16,-2.02,"md",0.993594349,"SEKI","old","ARCPAT_SEKI"
"837","ARCPAT",2021-05-15,-0.52,"pd",1.001926415,"SEKI","old","ARCPAT_SEKI"
"838","ARCPAT",2021-05-15,-0.92,"md",1.001926415,"SEKI","old","ARCPAT_SEKI"
"839","ARCPAT",2021-06-16,-0.655,"pd",0.9404321841,"SEKI","old","ARCPAT_SEKI"
"840","ARCPAT",2021-06-16,-1.786666667,"md",0.9404321841,"SEKI","old","ARCPAT_SEKI"
"841","ARCPAT",2021-07-08,-0.825,"pd",1.108579266,"SEKI","old","ARCPAT_SEKI"
"842","ARCPAT",2021-07-08,-2.26,"md",1.108579266,"SEKI","old","ARCPAT_SEKI"
"843","ARCPAT",2021-08-19,-3.575,"pd",0.9583377195,"SEKI","old","ARCPAT_SEKI"
"844","ARCPAT",2021-08-19,-4.14,"md",0.9583377195,"SEKI","old","ARCPAT_SEKI"
"845","ARCPAT",2021-09-16,-4.4,"pd",0.7891890347,"SEKI","old","ARCPAT_SEKI"
"846","ARCPAT",2021-09-16,-4.82,"md",0.7891890347,"SEKI","old","ARCPAT_SEKI"
"847","ARCPAT",2021-10-16,-1.205,"pd",0.9908953827,"SEKI","old","ARCPAT_SEKI"
"848","ARCPAT",2021-10-16,-1.74,"md",0.9908953827,"SEKI","old","ARCPAT_SEKI"
"849","ARCPAT",2021-05-15,-0.503333333,"pd",0.9292648693,"SEKI","old","ARCPAT_SEKI"
"850","ARCPAT",2021-05-15,-1.945,"md",0.9292648693,"SEKI","old","ARCPAT_SEKI"
"851","ARCPAT",2021-06-16,-0.92,"pd",0.9618941147,"SEKI","old","ARCPAT_SEKI"
"852","ARCPAT",2021-06-16,-1.88,"md",0.9618941147,"SEKI","old","ARCPAT_SEKI"
"853","ARCPAT",2021-07-08,-1,"pd",1.342402342,"SEKI","old","ARCPAT_SEKI"
"854","ARCPAT",2021-07-08,-2.195,"md",1.342402342,"SEKI","old","ARCPAT_SEKI"
"855","ARCPAT",2021-08-19,-2.166666667,"pd",0.9053657099,"SEKI","old","ARCPAT_SEKI"
"856","ARCPAT",2021-08-19,-2.985,"md",0.9053657099,"SEKI","old","ARCPAT_SEKI"
"857","ARCPAT",2021-09-16,-2.715,"pd",0.8147969076,"SEKI","old","ARCPAT_SEKI"
"858","ARCPAT",2021-09-16,-4.035,"md",0.8147969076,"SEKI","old","ARCPAT_SEKI"
"859","ARCPAT",2021-10-16,-1.26,"pd",0.9866452159,"SEKI","old","ARCPAT_SEKI"
