"","Site","Species","Sample.number","Sampling","Alternate.number","DBH","Height","Date","Predawn.mean","Midday.mean","Bulk.wet","Bulk.dry","Bulk.change","Leaf.wet","Leaf.dry","Leaf.change","Stem.wet","Stem.dry","Stem.change","Leaf.LFM","Stem.LFM","Bulk.LFM","WPdiff"
"11","BOH","ARBMEN",10976,"Oct21",NA,53.9,NA,20211010,-2.05,-2.83,35.1854,16.3822,18.8032,32.6404,15.231,17.4094,2.545,1.1512,1.3938,1.14302409559451,1.21073662265462,1.14778234913504,-0.78
"12","BOH","ARBMEN",10977,"Oct21",NA,63,NA,20211010,-0.68,-1.98,43.8222,18.2561,25.5661,37.3012,15.3715,21.9297,6.521,2.8846,3.6364,1.42664671632567,1.26062539000208,1.40041410816111,-1.3
"13","DCP","ARBMEN",10985,"Oct21",NA,17,NA,20211009,-1.18,-2.63,42.258,18.6608,23.5972,33.533,14.6971,18.8359,8.725,3.9637,4.7613,1.28160657544686,1.20122612710346,1.26453313898654,-1.45
"14","WTH","ARBMEN",10986,"Oct21",NA,30.1,NA,20211009,-4.98,-5.55,18.8,9.41095,9.38905,15.427,7.7491,7.6779,3.373,1.66185,1.71115,0.990811836213238,1.02966573397118,0.997672923562446,-0.569999999999999
"15","RPH","BACPIL",12001,"Oct21",NA,NA,200,20201010,-1.8,-2.66,20.8525,9.4953,11.3572,NA,NA,NA,NA,NA,NA,NA,NA,1.19608648489253,-0.86
"16","BG","BACPIL",12002,"Oct21",NA,NA,120,20201010,-1.38,-2.3,19.95527,8.89977,11.0555,NA,NA,NA,NA,NA,NA,NA,NA,1.24222311363103,-0.92
"17","GH","BACPIL",12003,"Oct21",NA,NA,NA,20201010,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","DCP","BACPIL",12004,"Oct21",NA,NA,NA,20211009,NA,NA,10.5365,4.6253,5.9112,NA,NA,NA,NA,NA,NA,NA,NA,1.27801439906601,NA
"19","GH","CEACUN",10723,"Oct21",NA,NA,NA,20211010,-6.85,-7,26.304,16.81709,9.48691,16.549,10.25549,6.29351,9.755,6.5616,3.1934,0.613672286745928,0.486680078029749,0.564123162806407,-0.15
"20","GH","CEACUN",10725,"Oct21",NA,NA,NA,20211010,-3.63,-6.1,36.183,21.9236,14.2594,NA,NA,NA,NA,NA,NA,NA,NA,0.650413253297816,-2.47
"21","GH","CEACUN",10726,"Oct21",NA,NA,NA,20211010,-3.58,NA,19.788,11.6562,8.1318,11.066,5.9401,5.1259,8.722,5.7161,3.0059,0.862931600478106,0.525865537691783,0.697637308899985,NA
"22","GH","CEACUN",10727,"Oct21",NA,NA,NA,20211010,-3.23,NA,19.075,11.6615,7.4135,NA,NA,NA,NA,NA,NA,NA,NA,0.635724392230845,NA
"23","GH","CEACUN",10728,"Oct21",NA,NA,NA,20211010,-4.23,NA,14.747,8.6831,6.0639,NA,NA,NA,NA,NA,NA,NA,NA,0.698356577719939,NA
"24","GH","CEAPAR",10732,"Oct21",NA,NA,NA,20211010,-3.78,-4.3,18.339,10.9134,7.4256,9.205,5.1688,4.0362,9.134,5.7446,3.3894,0.780877573131094,0.590014970581067,0.680411237561163,-0.52
"25","GH","CEACUN",10733,"Oct21",NA,NA,NA,20211010,-5.83,-6.1,23.994,14.80628,9.18772,14.62,8.6524,5.9676,9.374,6.15388,3.22012,0.689704590633813,0.523266622033579,0.620528586518693,-0.27
"26","GH","CEAPAR",10724,"Oct21",NA,NA,NA,20211010,-2.95,-4.23,19.758,11.4443,8.3137,NA,NA,NA,NA,NA,NA,NA,NA,0.726448974598709,-1.28
"27","GH","CEAPAR",10731,"Oct21",NA,NA,NA,20211010,-2.66,-3.28,20.129,10.92113,9.20787,NA,NA,NA,NA,NA,NA,NA,NA,0.843124292083328,-0.62
"28","GH","CEAPAR",10734,"Oct21",NA,NA,NA,20211010,-2.88,-3.9,21.55,12.8365,8.7135,11.701,6.6767,5.0243,9.849,6.1598,3.6892,0.752512468734554,0.598915549206143,0.678806528259261,-1.02
"29","GH","CEAPAR",10735,"Oct21",NA,NA,NA,20211010,-3.45,-3.57,16.788,9.18505,7.60295,NA,NA,NA,NA,NA,NA,NA,NA,0.827752706844274,-0.12
"30","GH","CEAPAR",10736,"Oct21",NA,NA,NA,20211010,-2.58,-3.43,17.812,10.2003,7.6117,NA,NA,NA,NA,NA,NA,NA,NA,0.746223150299501,-0.85
"31","ST","HETARB",10714,"Oct21",NA,NA,NA,20211009,-1.98,-3.53,92.6777,49.7876,42.8901,75.4217,40.8567,34.565,17.256,8.9309,8.3251,0.846005673488069,0.932168090561982,0.861461488402735,-1.55
"32","ST","HETARB",10716,"Oct21",NA,NA,NA,20211009,-2.37,-3.73,85.9337,44.7508,41.1829,62.051,32.2676,29.7834,23.8827,12.4832,11.3995,0.923012557488006,0.913187323763138,0.920271816369763,-1.36
"33","ST","HETARB",10718,"Oct21",NA,NA,NA,20211009,-1.85,-2.6,76.7696,39.9817,36.7879,66.9583,34.9183,32.04,9.8113,5.0634,4.7479,0.91757044300553,0.937690089663072,0.920118454192793,-0.75
"34","ST","HETARB",10719,"Oct21",NA,NA,NA,20211009,-1.35,-2.38,67.7078,34.3759,33.3319,60.7199,30.9539,29.766,6.9879,3.422,3.5659,0.961623575704515,1.04205143191116,0.969629886053892,-1.03
"35","ST","HETARB",10989,"Oct21",NA,NA,NA,20211009,-2.26,-3.49,26.1862,14.0861,12.1001,23.4412,12.6724,10.7688,2.745,1.4137,1.3313,0.849783782077586,0.941713234773997,0.85900994597511,-1.23
"36","ST","HETARB",10992,"Oct21",NA,NA,NA,20211009,-2.33,-3.08,60.99,32.1722,28.8178,55.3724,29.3784,25.994,5.6176,2.7938,2.8238,0.884799716798736,1.01073806285346,0.89573607027185,-0.75
"37","OSM","PSEMEN",10965,"Oct21",5942,72.5,NA,20211009,-1.2,-2.3,40.004,17.33529,22.66871,33.685,14.46538,19.21962,6.319,2.86991,3.44909,1.32866333272959,1.2018112066232,1.3076625773206,-1.1
"38","BOH","PSEMEN",10972,"Oct21",NA,31.3,NA,20211010,-1.61,-2.23,35.9488,16.22443,19.72437,28.8888,12.6467,16.2421,7.06,3.57773,3.48227,1.28429550791906,0.973318277231653,1.21572036737192,-0.62
"39","BOH","PSEMEN",10978,"Oct21",NA,63.2,NA,20211010,-1.12,-2.4,33.3518,15.2347,18.1171,27.9408,12.5524,15.3884,5.411,2.6823,2.7287,1.22593288932794,1.01729858703352,1.18919965604836,-1.28
"40","BOH","PSEMEN",10979,"Oct21",NA,23.7,NA,20211010,-0.75,-2.3,34.5817,15.8056,18.7761,28.0587,12.7251,15.3336,6.523,3.0805,3.4425,1.20498856590518,1.11751339068333,1.18793971756846,-1.55
"41","DCP","PSEMEN",10982,"Oct21",NA,45.2,NA,20211009,-1.2,-2.75,24.1147,10.6508,13.4639,19.7477,8.5155,11.2322,4.367,2.1353,2.2317,1.31903000411015,1.04514588114082,1.26412100499493,-1.55
"42","DCP","PSEMEN",10983,"Oct21",NA,35.3,NA,20211009,-1.65,-2.48,37.2084,17.52039,19.68801,29.6304,13.6727,15.9577,7.578,3.84769,3.73031,1.16712134399204,0.969493384342294,1.123719848702,-0.83
"43","RPH","QUEAGRI",10722,"Oct21",7624,42.4,NA,20201010,-3,-3.6,22.0079,11.6858,10.3221,19.3319,10.2204,9.1115,2.676,1.4654,1.2106,0.891501311103284,0.826122560393067,0.883302811959814,-0.6
"44","WTH","QUEAGRI",10800,"Oct21",NA,89.8,NA,20211009,-2.03,-3.43,18.785,11.16876,7.61624,14.488,8.82976,5.65824,4.297,2.339,1.958,0.640814699380278,0.837109876015391,0.681923508070726,-1.4
"45","WTH","QUEAGRI",10805,"Oct21",NA,73.4,NA,20211009,-1.97,-3.03,24.8008,13.81271,10.98809,19.774,11.00651,8.76749,5.0268,2.8062,2.2206,0.796573118999574,0.791319221723327,0.795505733487491,-1.06
"46","OSM","QUEAGRI",10959,"Oct21",5901,66.8,NA,20211009,-0.65,-1.78,21.0405,11.3065,9.734,18.0085,9.756,8.2525,3.032,1.5505,1.4815,0.845889708897089,0.955498226378588,0.860920709326494,-1.13
"47","OSM","QUEAGRI",10960,"Oct21",5938,42.9,NA,20211009,-0.53,-1.65,21.8635,11.51738,10.34612,19.801,10.45808,9.34292,2.0625,1.0593,1.0032,0.893368572433946,0.947040498442368,0.898304996448845,-1.12
"48","RPH","QUEAGRI",10969,"Oct21",NA,79.9,NA,20201010,-2.35,-3.5,33.6532,18.6628,14.9904,26.9122,14.9161,11.9961,6.741,3.7467,2.9943,0.804238373301332,0.799183281287533,0.803223524873009,-1.15
"49","WTH","QUEDOU",10801,"Oct21",NA,50.9,NA,20211009,-2.5,-4.48,22.9226,15.8311,7.0915,19.0726,13.3732,5.6994,3.85,2.4579,1.3921,0.426180719648252,0.56637780218886,0.447947394685145,-1.98
"50","WTH","QUEDOU",10898,"Oct21",NA,58.6,NA,20211010,-1.45,-3.69,22.7698,12.6505,10.1193,15.7788,8.387,7.3918,6.991,4.2635,2.7275,0.881340169309646,0.63973261404949,0.799913046915142,-2.24
"51","RPH","QUEDOU",10966,"Oct21",545,62.2,NA,20201010,-3.7,-4.93,19.8753,11.6902,8.1851,12.7783,7.1736,5.6047,7.097,4.5166,2.5804,0.781295305007249,0.571314705752114,0.700167661802193,-1.23
"52","RPH","QUEDOU",10967,"Oct21",544,84.3,NA,20201010,-2.88,-5.86,16.4361,8.5903,7.8458,13.6251,7.711,5.9141,2.811,0.8793,1.9317,0.766969264686811,2.19686113954282,0.913332479657288,-2.98
"53","RPH","QUEDOU",10968,"Oct21",543,72.2,NA,20201010,-2.55,-4.7,22.9713,12.97848,9.99282,15.9993,8.6682,7.3311,6.972,4.31028,2.66172,0.845746521769225,0.617528327626047,0.769953029938791,-2.15
"54","RPH","QUEDOU",10971,"Oct21",546,46.5,NA,20201010,-4.48,-5.7,21.9238,13.2199,8.7039,12.9138,7.4313,5.4825,9.01,5.7886,3.2214,0.737757862016067,0.556507618422416,0.658393785126968,-1.22
"55","ST","QUEDUR",10713,"Oct21",NA,NA,NA,20211009,-1.35,-3,40.3988,24.5904,15.8084,26.7163,15.9997,10.7166,13.6825,8.5907,5.0918,0.669800058751101,0.592710722059902,0.64286876179322,-1.65
"56","ST","QUEDUR",10987,"Oct21",NA,NA,NA,20211009,-1.88,-3.58,13.3617,7.7239,5.6378,8.6373,4.9041,3.7332,4.7244,2.8198,1.9046,0.761240594604515,0.67543797432442,0.729916234026852,-1.7
"57","ST","QUEDUR",10988,"Oct21",NA,NA,NA,20211009,-1.95,-3.55,13.0935,7.5839,5.5096,10.1492,5.8195,4.3297,2.9443,1.7644,1.1799,0.743998625311453,0.668725912491498,0.726486372446894,-1.6
"58","ST","QUEDUR",10990,"Oct21",NA,NA,NA,20211009,-1.17,-2.55,10.3123,5.9347,4.3776,7.8845,4.4747,3.4098,2.4278,1.46,0.9678,0.76201756542338,0.662876712328767,0.737627849764942,-1.38
"59","ST","QUEDUR",10991,"Oct21",NA,NA,NA,20211009,-1.37,-3.23,41.6482,25.0399,16.6083,25.9515,14.9731,10.9784,15.6967,10.0668,5.6299,0.733208220074667,0.559254182063814,0.663273415628657,-1.86
"60","ST","QUEDUR",10995,"Oct21",NA,NA,NA,20211009,-1.13,-2.5,23.0025,13.2112,9.7913,17.0105,9.6547,7.3558,5.992,3.5565,2.4355,0.76188799237677,0.684802474342753,0.741136308586654,-1.37
"61","RPH","QUEGAR",10704,"Oct21",NA,57.6,NA,20201010,-3.13,-4.65,27.6904,15.8984,11.792,22.8074,12.8833,9.9241,4.883,3.0151,1.8679,0.770307297043459,0.61951510729329,0.741709857595733,-1.52
"62","WTH","QUEGAR",10864,"Oct21",NA,33.8,NA,20211009,-4.28,-5.2,25.2088,13.9409,11.2679,20.4938,11.1608,9.333,4.715,2.7801,1.9349,0.836230377750699,0.695982158915147,0.808262020386058,-0.92
"63","WTH","QUEGAR",10865,"Oct21",NA,94.3,NA,20211009,-1.45,-3.23,26.5108,14.3479,12.1629,19.0848,9.8739,9.2109,7.426,4.474,2.952,0.932853279859022,0.659812248547161,0.847712905721395,-1.78
"64","RPH","QUEGAR",10970,"Oct21",NA,37.5,NA,20201010,-3.75,-5.4,29.7825,17.4476,12.3349,24.0485,13.7899,10.2586,5.734,3.6577,2.0763,0.743921275716285,0.56765180304563,0.706968293633508,-1.65
"65","BOH","QUEGAR",10980,"Oct21",NA,27,NA,20211009,-4.23,-4.63,25.298,14.3606,10.9374,21.004,11.6446,9.3594,4.294,2.716,1.578,0.803754529996737,0.58100147275405,0.761625558820662,-0.399999999999999
"66","BOH","QUEGAR",10981,"Oct21",NA,66.5,NA,20211009,-3.87,-4.6,35.9621,19.5033,16.4588,31.4971,16.6291,14.868,4.465,2.8742,1.5908,0.89409529078543,0.55347574977385,0.84389821209744,-0.73
"67","WTH","QUEKEL",10803,"Oct21",NA,83.4,NA,20211009,-3.58,-4.47,20.4487,10.68242,9.76628,16.953,8.53482,8.41818,3.4957,2.1476,1.3481,0.986333630937735,0.62772397094431,0.91423853396515,-0.89
"68","WTH","QUEKEL",10806,"Oct21",NA,35.9,NA,20211009,-3.48,-4.48,15.5651,8.2967,7.2684,13.0331,6.8162,6.2169,2.532,1.4805,1.0515,0.912077110413427,0.710233029381966,0.876059156049996,-1
"69","BOH","QUEKEL",10894,"Oct21",NA,68.7,NA,20211010,-2.9,-3.28,30.6577,16.3322,14.3255,27.0727,14.2597,12.813,3.585,2.0725,1.5125,0.898546252726214,0.729794933655006,0.877132290812016,-0.38
"70","WTH","QUEKEL",10896,"Oct21",NA,72.5,NA,20211009,-3.68,-4.72,44.3951,24.1298,20.2653,37.8991,20.1424,17.7567,6.496,3.9874,2.5086,0.88155830486933,0.629131765059939,0.839845336471914,-1.04
"71","WTH","QUEKEL",10899,"Oct21",NA,80.2,NA,20211009,-3.63,-4.75,31.164,16.41933,14.74467,25.122,12.80553,12.31647,6.042,3.6138,2.4282,0.961808687340547,0.67192429022082,0.898006800521093,-1.12
"72","BOH","QUEKEL",10973,"Oct21",NA,68.5,NA,20211010,-1.86,-2.63,30.327,16.3376,13.9894,25.8,13.5753,12.2247,4.527,2.7623,1.7647,0.900510485956111,0.638851681569706,0.85627019880521,-0.77
"73","WTH","UMBCAL",10956,"Oct21",NA,8.6,NA,20211009,-1.08,-2.75,19.6973,9.3803,10.317,17.4041,8.2475,9.1566,2.2932,1.1328,1.1604,1.11022734161867,1.02436440677966,1.09985821348997,-1.67
"74","OSM","UMBCAL",10961,"Oct21",5918,46.5,NA,20211009,-1.7,-2.35,26.514,13.1788,13.3352,23.289,11.6151,11.6739,3.225,1.5637,1.6613,1.0050623757006,1.06241606446249,1.01186754484475,-0.65
"75","OSM","UMBCAL",10962,"Oct21",5919,35.9,NA,20211009,-1.75,-2.65,19.0625,9.887,9.1755,17.4195,8.9915,8.428,1.643,0.8955,0.7475,0.93732970027248,0.834729201563372,0.928036816021038,-0.9
"76","OSM","UMBCAL",10963,"Oct21",5907,53.4,NA,20211009,-1.75,-2.52,24.054,11.3493,12.7047,20.31,9.5261,10.7839,3.744,1.8232,1.9208,1.13203724504257,1.05353225098728,1.11942586767466,-0.77
"77","OSM","UMBCAL",10964,"Oct21",5927,52.2,NA,20211009,-1.58,-2.45,24.6875,11.5184,13.1691,20.7355,9.5425,11.193,3.952,1.9759,1.9761,1.17296305999476,1.00010121969735,1.14330983469926,-0.87
"78","DCP","UMBCAL",10984,"Oct21",NA,84.3,NA,20211009,-1.93,-2.93,16.635,7.97198,8.66302,14.203,6.81086,7.39214,2.432,1.16112,1.27088,1.08534605027853,1.09452941987047,1.08668360934172,-1
"79","RPH","QUEGAR",10704,"Jun22",NA,57.6,NA,20220616,-0.33,-1.56,19.42,10.01,9.41,NA,NA,NA,NA,NA,NA,NA,NA,0.94005994005994,-1.23
"80","ST","QUEDUR",10713,"Jun22",NA,NA,NA,20220617,-0.28,-0.23,8.85,4.53,4.32,NA,NA,NA,NA,NA,NA,NA,NA,0.95364238410596,0.05
"81","ST","HETARB",10714,"Jun22",NA,NA,NA,20220617,-0.6,-1.59,18.46,7.75,10.71,NA,NA,NA,NA,NA,NA,NA,NA,1.38193548387097,-0.99
"82","ST","ADEFAS",10715,"Jun22",NA,NA,NA,20220617,-0.45,-0.96,3.64,1.63,2.01,NA,NA,NA,NA,NA,NA,NA,NA,1.23312883435583,-0.51
"83","ST","HETARB",10716,"Jun22",NA,NA,NA,20220617,-0.53,-0.83,15.1,6.18,8.92,NA,NA,NA,NA,NA,NA,NA,NA,1.44336569579288,-0.3
"84","ST","ADEFAS",10717,"Jun22",NA,NA,NA,20220617,-0.45,-0.64,8.7,4.43,4.27,NA,NA,NA,NA,NA,NA,NA,NA,0.963882618510158,-0.19
"85","ST","HETARB",10718,"Jun22",NA,NA,NA,20220617,-0.4,-1.25,21.22,8.23,12.99,NA,NA,NA,NA,NA,NA,NA,NA,1.57837181044957,-0.85
"86","ST","HETARB",10719,"Jun22",NA,NA,NA,20220617,-0.5,-1.4,20.17,6.95,13.22,NA,NA,NA,NA,NA,NA,NA,NA,1.90215827338129,-0.9
"87","ST","ADEFAS",10720,"Jun22",NA,NA,NA,20220617,-0.7,-1.13,5.54,2.66,2.88,NA,NA,NA,NA,NA,NA,NA,NA,1.08270676691729,-0.43
"88","ST","ADEFAS",10721,"Jun22",NA,NA,NA,20220617,-0.63,-0.9,5.57,2.6,2.97,NA,NA,NA,NA,NA,NA,NA,NA,1.14230769230769,-0.27
"89","RPH","QUEAGRI",10722,"Jun22",NA,42.4,NA,20220616,-0.25,-1.48,8.17,3.79,4.38,NA,NA,NA,NA,NA,NA,NA,NA,1.155672823219,-1.23
"90","GH","CEACUN",10725,"Jun22",NA,NA,NA,20220616,NA,-1.58,8.2,3.53,4.67,NA,NA,NA,NA,NA,NA,NA,NA,1.32294617563739,NA
"91","GH","CEACUN",10727,"Jun22",NA,NA,NA,20220616,NA,-2.45,8.05,3.72,4.33,NA,NA,NA,NA,NA,NA,NA,NA,1.16397849462366,NA
"92","GH","CEACUN",10728,"Jun22",NA,NA,NA,20220616,NA,-2.73,7.1,3.19,3.91,NA,NA,NA,NA,NA,NA,NA,NA,1.22570532915361,NA
"93","GH","ADEFAS",10729,"Jun22",NA,NA,NA,20220616,NA,-2.55,4.94,2.65,2.29,NA,NA,NA,NA,NA,NA,NA,NA,0.864150943396226,NA
"94","GH","ADEFAS",10730,"Jun22",NA,NA,NA,20220616,NA,-2.05,8.23,4.53,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.816777041942605,NA
"95","GH","CEATHY",10731,"Jun22",NA,NA,NA,20220616,NA,-0.9,13.32,5.01,8.31,NA,NA,NA,NA,NA,NA,NA,NA,1.65868263473054,NA
"96","GH","CEATHY",10735,"Jun22",NA,NA,NA,20220616,NA,-2.1,6.57,2.81,3.76,NA,NA,NA,NA,NA,NA,NA,NA,1.33807829181495,NA
"97","GH","CEATHY",10736,"Jun22",NA,NA,NA,20220616,NA,-2.68,5.61,2.7,2.91,NA,NA,NA,NA,NA,NA,NA,NA,1.07777777777778,NA
"98","WTH","QUEAGRI",10800,"Jun22",NA,89.8,NA,20220617,-0.3,-1.68,13.7,6.63,7.07,NA,NA,NA,NA,NA,NA,NA,NA,1.06636500754148,-1.38
"99","WTH","QUEDOU",10801,"Jun22",NA,50.9,NA,20220617,-0.22,-1.66,23.59,11.61,11.98,NA,NA,NA,NA,NA,NA,NA,NA,1.03186907838071,-1.44
"100","WTH","QUEKEL",10803,"Jun22",NA,83.4,NA,20220617,-0.43,-0.61,27.83,13.96,13.87,NA,NA,NA,NA,NA,NA,NA,NA,0.993553008595988,-0.18
"101","WTH","QUEAGRI",10805,"Jun22",NA,73.4,NA,20220617,-0.3,-1.42,7.63,3.72,3.91,NA,NA,NA,NA,NA,NA,NA,NA,1.0510752688172,-1.12
"102","WTH","QUEKEL",10806,"Jun22",NA,35.9,NA,20220617,-0.5,-1.32,26.05,12.32,13.73,NA,NA,NA,NA,NA,NA,NA,NA,1.11444805194805,-0.82
"103","WTH","QUEGAR",10864,"Jun22",NA,33.8,NA,20220617,-0.37,-2.25,27.62,13.28,14.34,NA,NA,NA,NA,NA,NA,NA,NA,1.07981927710843,-1.88
"104","WTH","QUEGAR",10865,"Jun22",NA,94.3,NA,20220617,-0.24,-2.43,20.2,10.44,9.76,NA,NA,NA,NA,NA,NA,NA,NA,0.934865900383142,-2.19
"105","BOH","QUEKEL",10894,"Jun22",NA,68.7,NA,20220616,-0.3,-1.83,15.82,7.44,8.38,NA,NA,NA,NA,NA,NA,NA,NA,1.12634408602151,-1.53
"106","WTH","QUEKEL",10896,"Jun22",NA,72.5,NA,20220617,-0.45,-1.83,14.33,7.02,7.31,NA,NA,NA,NA,NA,NA,NA,NA,1.04131054131054,-1.38
"107","WTH","QUEDOU",10898,"Jun22",NA,58.6,NA,20220617,-0.17,-1.23,10.63,4.72,5.91,NA,NA,NA,NA,NA,NA,NA,NA,1.2521186440678,-1.06
"108","WTH","QUEKEL",10899,"Jun22",NA,80.2,NA,20220617,-0.39,-1.59,20.15,10.03,10.12,NA,NA,NA,NA,NA,NA,NA,NA,1.00897308075773,-1.2
"109","WTH","UMBCAL",10956,"Jun22",NA,8.6,NA,20220617,-0.27,-1.45,14.43,5.92,8.51,NA,NA,NA,NA,NA,NA,NA,NA,1.4375,-1.18
"110","OSM","QUEAGRI",10959,"Jun22",NA,66.8,NA,20220616,-0.31,-0.96,13.38,6.84,6.54,NA,NA,NA,NA,NA,NA,NA,NA,0.956140350877193,-0.65
"111","OSM","QUEAGRI",10960,"Jun22",NA,42.9,NA,20220616,-0.25,-0.28,12.64,5.15,7.49,NA,NA,NA,NA,NA,NA,NA,NA,1.45436893203883,-0.03
"112","OSM","UMBCAL",10961,"Jun22",NA,46.5,NA,20220616,-0.42,-0.68,17.66,7.5,10.16,NA,NA,NA,NA,NA,NA,NA,NA,1.35466666666667,-0.26
"113","OSM","UMBCAL",10962,"Jun22",NA,35.9,NA,20220616,-0.53,-1.33,23.08,10.33,12.75,NA,NA,NA,NA,NA,NA,NA,NA,1.23426911907067,-0.8
"114","OSM","UMBCAL",10963,"Jun22",NA,53.4,NA,20220616,-0.39,-0.96,28.1,10.61,17.49,NA,NA,NA,NA,NA,NA,NA,NA,1.64844486333647,-0.57
"115","OSM","UMBCAL",10964,"Jun22",NA,52.2,NA,20220616,-0.37,-0.43,13.15,3.99,9.16,NA,NA,NA,NA,NA,NA,NA,NA,2.29573934837093,-0.06
"116","OSM","PSEMEN",10965,"Jun22",NA,72.5,NA,20220616,-0.31,-1.01,11.36,4.68,6.68,NA,NA,NA,NA,NA,NA,NA,NA,1.42735042735043,-0.7
"117","RPH","QUEDOU",10966,"Jun22",NA,62.2,NA,20220616,-0.26,-2.65,7.59,3.71,3.88,NA,NA,NA,NA,NA,NA,NA,NA,1.04582210242588,-2.39
"118","RPH","QUEDOU",10967,"Jun22",NA,84.3,NA,20220616,-0.23,-1.63,13.58,6.48,7.1,NA,NA,NA,NA,NA,NA,NA,NA,1.09567901234568,-1.4
"119","RPH","QUEDOU",10968,"Jun22",NA,72.2,NA,20220616,NA,-0.97,8.38,3.79,4.59,NA,NA,NA,NA,NA,NA,NA,NA,1.21108179419525,NA
"120","RPH","QUEAGRI",10969,"Jun22",NA,79.9,NA,20220616,-0.38,-1.71,7.58,3.72,3.86,NA,NA,NA,NA,NA,NA,NA,NA,1.03763440860215,-1.33
"121","RPH","QUEGAR",10970,"Jun22",NA,37.5,NA,20220616,-0.35,-1.23,9.64,5.19,4.45,NA,NA,NA,NA,NA,NA,NA,NA,0.857418111753372,-0.88
"122","RPH","QUEDOU",10971,"Jun22",NA,46.5,NA,20220616,-0.23,-1.87,13.16,6.55,6.61,NA,NA,NA,NA,NA,NA,NA,NA,1.00916030534351,-1.64
"123","BOH","PSEMEN",10972,"Jun22",NA,31.3,NA,20220616,-0.48,-1.53,37.14,15.88,21.26,NA,NA,NA,NA,NA,NA,NA,NA,1.33879093198992,-1.05
"124","BOH","QUEKEL",10973,"Jun22",NA,68.5,NA,20220616,-0.32,-2.7,26.71,11.84,14.87,NA,NA,NA,NA,NA,NA,NA,NA,1.25591216216216,-2.38
"125","BOH","ARBMEN",10974,"Jun22",NA,38,NA,20220616,-0.19,-1.72,28.27,10.14,18.13,NA,NA,NA,NA,NA,NA,NA,NA,1.7879684418146,-1.53
"126","BOH","ARBMEN",10975,"Jun22",NA,58.1,NA,20220616,-0.12,-1.7,40.45,14.15,26.3,NA,NA,NA,NA,NA,NA,NA,NA,1.85865724381625,-1.58
"127","BOH","ARBMEN",10976,"Jun22",NA,53.9,NA,20220616,-0.2,-1.83,24.6,9.4,15.2,NA,NA,NA,NA,NA,NA,NA,NA,1.61702127659574,-1.63
"128","BOH","ARBMEN",10977,"Jun22",NA,63,NA,20220616,-0.33,-1.8,31.91,10.46,21.45,NA,NA,NA,NA,NA,NA,NA,NA,2.05066921606119,-1.47
"129","BOH","PSEMEN",10978,"Jun22",NA,63.2,NA,20220616,-0.6,-2.05,46.16,21.74,24.42,NA,NA,NA,NA,NA,NA,NA,NA,1.12327506899724,-1.45
