,Site,Species,Sample.number,Sampling,Alternate.number,DBH,Height,Date,Predawn.mean,Midday.mean,Bulk.wet,Bulk.dry,Bulk.change,Leaf.wet,Leaf.dry,Leaf.change,Stem.wet,Stem.dry,Stem.change,Leaf.LFM,Stem.LFM,Bulk.LFM,WPdiff
136,DCP,ARBMEN,10985,22-Jun,NA,17,NA,20220616,-0.2,-1.12,23.48,9.43,14.05,NA,NA,NA,NA,NA,NA,NA,NA,1.489925769,-0.92
137,WTH,ARBMEN,10986,22-Jun,NA,30.1,NA,20220616,-0.58,-1.75,22.2,8.7,13.5,NA,NA,NA,NA,NA,NA,NA,NA,1.551724138,-1.17
138,ST,QUEDUR,10987,22-Jun,NA,NA,NA,20220617,-0.27,-0.77,6.14,2.58,3.56,NA,NA,NA,NA,NA,NA,NA,NA,1.379844961,-0.5
139,ST,QUEDUR,10988,22-Jun,NA,NA,NA,20220617,-0.41,-0.42,6.05,2.84,3.21,NA,NA,NA,NA,NA,NA,NA,NA,1.13028169,-0.01
140,ST,HETARB,10989,22-Jun,NA,NA,NA,20220617,-0.22,-1.11,16.36,7.33,9.03,NA,NA,NA,NA,NA,NA,NA,NA,1.231923602,-0.89
141,ST,QUEDUR,10990,22-Jun,NA,NA,NA,20220617,-0.32,-0.45,6.71,3.26,3.45,NA,NA,NA,NA,NA,NA,NA,NA,1.058282209,-0.13
142,ST,QUEDUR,10991,22-Jun,NA,NA,NA,20220617,-0.37,-0.73,6.2,3.11,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.993569132,-0.36
143,ST,HETARB,10992,22-Jun,NA,NA,NA,20220617,-0.62,-1.25,16.48,6.28,10.2,NA,NA,NA,NA,NA,NA,NA,NA,1.624203822,-0.63
144,ST,ADEFAS,10993,22-Jun,NA,NA,NA,20220617,-0.57,-0.79,9.88,5.14,4.74,NA,NA,NA,NA,NA,NA,NA,NA,0.922178988,-0.22
145,ST,QUEDUR,10995,22-Jun,NA,NA,NA,20220617,-0.28,-0.63,8.85,4.18,4.67,NA,NA,NA,NA,NA,NA,NA,NA,1.11722488,-0.35
146,ST,ADEFAS,10996,22-Jun,NA,NA,NA,20220617,-0.7,-1.03,4.8,2.37,2.43,NA,NA,NA,NA,NA,NA,NA,NA,1.025316456,-0.33
147,RPH,QUEGAR,7622,22-Jun,NA,NA,NA,20220616,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
