x1,species,date,mwp,lfm,study,tissue_age,sp_site,ilfm,study_nice,mwp_c
573,ABICON,2021-04-24,-0.89,1.267246254,SEKI,old,ABICON_SEKI,0.7891126107838548,PrC,1.7107284417317707
574,ABICON,2021-04-24,-1.545,1.239121829,SEKI,old,ABICON_SEKI,0.8070231486495749,PrC,1.055728441731771
575,ABICON,2021-04-24,-0.815,1.259093413,SEKI,old,ABICON_SEKI,0.7942222472734038,PrC,1.785728441731771
576,ABICON,2021-04-24,-1.57,1.171128028,SEKI,old,ABICON_SEKI,0.8538776086742242,PrC,1.0307284417317708
577,ABICON,2021-04-24,-1.56,1.126673354,SEKI,old,ABICON_SEKI,0.8875686963304183,PrC,1.0407284417317708
578,ABICON,2021-04-24,-1.48,1.129226181,SEKI,old,ABICON_SEKI,0.8855621812757103,PrC,1.1207284417317709
579,ABICON,2020-08-04,-1.7,1.362643268,SEKI,old,ABICON_SEKI,0.7338677873246573,PrC,0.9007284417317709
580,ABICON,2020-08-26,-1.9385,1.462693365,SEKI,old,ABICON_SEKI,0.6836702920300729,PrC,0.662228441731771
581,ABICON,2020-10-19,-2.285,1.34831468,SEKI,old,ABICON_SEKI,0.7416666263694466,PrC,0.3157284417317707
582,ABICON,2020-10-19,-2.285,1.34831468,SEKI,old,ABICON_SEKI,0.7416666263694466,PrC,0.3157284417317707
583,ABICON,2020-10-19,-2.285,1.497689864,SEKI,old,ABICON_SEKI,0.6676949774696479,PrC,0.3157284417317707
584,ABICON,2020-10-19,-2.285,1.497689864,SEKI,old,ABICON_SEKI,0.6676949774696479,PrC,0.3157284417317707
585,ABICON,2021-05-15,-1.56,1.096013333,SEKI,old,ABICON_SEKI,0.912397659673361,PrC,1.0407284417317708
586,ABICON,2021-06-16,-2.17,1.135494922,SEKI,old,ABICON_SEKI,0.8806732470794794,PrC,0.43072844173177094
587,ABICON,2021-07-08,-1.725,1.34586799,SEKI,old,ABICON_SEKI,0.7430149222881808,PrC,0.8757284417317708
588,ABICON,2021-07-30,-2.05,1.401354188,SEKI,old,ABICON_SEKI,0.7135954696986284,PrC,0.550728441731771
589,ABICON,2021-08-19,-1.89,1.269074131,SEKI,old,ABICON_SEKI,0.7879760335292817,PrC,0.710728441731771
590,ABICON,2021-09-16,-1.86,1.254719451,SEKI,old,ABICON_SEKI,0.7969909123533625,PrC,0.7407284417317708
591,ABICON,2021-10-16,-1.885,1.188754801,SEKI,old,ABICON_SEKI,0.841216371247278,PrC,0.7157284417317709
592,ABICON,2021-05-15,-1.725,1.112280881,SEKI,old,ABICON_SEKI,0.8990534828765073,PrC,0.8757284417317708
593,ABICON,2021-06-16,-1.96,1.070244153,SEKI,old,ABICON_SEKI,0.9343662352154892,PrC,0.6407284417317709
594,ABICON,2021-07-08,-2.136666667,1.1700550219999999,SEKI,old,ABICON_SEKI,0.8546606622743935,PrC,0.4640617747317708
595,ABICON,2021-08-19,-2.045,1.337093559,SEKI,old,ABICON_SEKI,0.7478908213034029,PrC,0.5557284417317709
596,ABICON,2021-09-16,-1.96,1.253250867,SEKI,old,ABICON_SEKI,0.7979248419702071,PrC,0.6407284417317709
597,ABICON,2021-10-16,-1.97,1.440331076,SEKI,old,ABICON_SEKI,0.6942848187217756,PrC,0.6307284417317709
598,ABICON,2021-05-15,-0.795,1.005980322,SEKI,old,ABICON_SEKI,0.994055229640963,PrC,1.805728441731771
599,ABICON,2021-06-16,-1.87,1.293575352,SEKI,old,ABICON_SEKI,0.7730512168880596,PrC,0.7307284417317708
600,ABICON,2021-07-08,-1.896666667,1.308164042,SEKI,old,ABICON_SEKI,0.7644301233591009,PrC,0.7040617747317708
601,ABICON,2021-07-30,-2.046666667,1.247024133,SEKI,old,ABICON_SEKI,0.8019090998618228,PrC,0.5540617747317707
602,ABICON,2021-08-19,-2.005,1.223345627,SEKI,old,ABICON_SEKI,0.8174304774786267,PrC,0.595728441731771
603,ABICON,2021-09-16,-2.235,1.26167086,SEKI,old,ABICON_SEKI,0.7925997434861894,PrC,0.365728441731771
604,ABICON,2021-10-16,-1.9,1.251655003,SEKI,old,ABICON_SEKI,0.798942198611577,PrC,0.700728441731771
605,ABICON,2021-05-15,-1.58,0.9264854465,SEKI,old,ABICON_SEKI,1.079347769333795,PrC,1.0207284417317708
606,ABICON,2021-06-16,-2.166666667,0.9541994477,SEKI,old,ABICON_SEKI,1.0479989297943921,PrC,0.434061774731771
607,ABICON,2021-07-08,-2.27,1.242991095,SEKI,old,ABICON_SEKI,0.8045109928965339,PrC,0.33072844173177085
608,ABICON,2021-07-30,-2.105,1.07768442,SEKI,old,ABICON_SEKI,0.9279154281547468,PrC,0.4957284417317709
609,ABICON,2021-08-19,-2,1.203591835,SEKI,old,ABICON_SEKI,0.8308464472094063,PrC,0.6007284417317709
610,ABICON,2021-09-16,-2.225,1.256083267,SEKI,old,ABICON_SEKI,0.7961255645004942,PrC,0.3757284417317708
611,ABICON,2021-10-16,-1.9,1.25611399,SEKI,old,ABICON_SEKI,0.7961060922504334,PrC,0.700728441731771
612,ABICON,2021-05-15,-1.825,2.050550563,SEKI,old,ABICON_SEKI,0.4876739047765681,PrC,0.7757284417317709
613,ABICON,2021-06-16,-2.245,1.2265713,SEKI,old,ABICON_SEKI,0.8152807749537266,PrC,0.35572844173177076
614,ABICON,2021-07-08,-1.995,1.41281734,SEKI,old,ABICON_SEKI,0.7078055822842605,PrC,0.6057284417317708
615,ABICON,2021-07-30,-2.275,1.248549059,SEKI,old,ABICON_SEKI,0.8009296813702537,PrC,0.32572844173177096
616,ABICON,2021-08-19,-2.21,1.202145275,SEKI,old,ABICON_SEKI,0.8318462175879701,PrC,0.3907284417317709
617,ABICON,2021-09-16,-2.03,1.307225035,SEKI,old,ABICON_SEKI,0.7649792294560821,PrC,0.5707284417317711
618,ABICON,2021-10-16,-1.815,1.259529899,SEKI,old,ABICON_SEKI,0.7939470121304362,PrC,0.7857284417317709
619,ABICON,2021-05-15,-1.515,1.110665112,SEKI,old,ABICON_SEKI,0.900361404347416,PrC,1.085728441731771
620,ABICON,2021-06-16,-2.223333333,1.051617966,SEKI,old,ABICON_SEKI,0.9509156674107259,PrC,0.37739510873177107
621,ABICON,2021-07-08,-2.193333333,1.378218672,SEKI,old,ABICON_SEKI,0.725574265039416,PrC,0.40739510873177087
622,ABICON,2021-07-30,-2.16,1.257248327,SEKI,old,ABICON_SEKI,0.7953878152187829,PrC,0.4407284417317707
623,ABICON,2021-08-19,-2.115,1.257093409,SEKI,old,ABICON_SEKI,0.7954858348955037,PrC,0.48572844173177065
624,ABICON,2021-09-16,-2.195,1.186216845,SEKI,old,ABICON_SEKI,0.8430161856283537,PrC,0.40572844173177103
625,ABICON,2021-10-16,-1.825,1.267403315,SEKI,old,ABICON_SEKI,0.7890148212212937,PrC,0.7757284417317709
626,ABICON,2020-08-04,-1.92,1.330160992,SEKI,old,ABICON_SEKI,0.7517886977699013,PrC,0.6807284417317709
627,ABICON,2020-08-04,-1.805,1.35514106,SEKI,old,ABICON_SEKI,0.7379305590519115,PrC,0.7957284417317709
628,ABICON,2020-08-26,-1.9645,1.435401689,SEKI,old,ABICON_SEKI,0.6966690980394965,PrC,0.636228441731771
629,ABICON,2020-10-19,-2.0355,1.270860077,SEKI,old,ABICON_SEKI,0.7868686868821987,PrC,0.565228441731771
630,ABICON,2020-08-04,-1.8,1.104518525,SEKI,old,ABICON_SEKI,0.9053718678009497,PrC,0.8007284417317708
631,ABICON,2020-08-26,-2.3265,1.334944225,SEKI,old,ABICON_SEKI,0.749094966870245,PrC,0.2742284417317711
632,ABICON,2020-10-19,-2.265,1.344513448,SEKI,old,ABICON_SEKI,0.7437634792627228,PrC,0.33572844173177074
633,ABICON,2020-08-04,-1.925,1.412277735,SEKI,old,ABICON_SEKI,0.7080760216049147,PrC,0.6757284417317708
634,ABICON,2020-08-26,-2.2285,0.8549955433,SEKI,old,ABICON_SEKI,1.1695967398149594,PrC,0.37222844173177094
635,ABICON,2020-10-19,-2.202,1.336409902,SEKI,old,ABICON_SEKI,0.7482734140950715,PrC,0.3987284417317709
636,ABICON,2020-08-04,-1.445,1.302657818,SEKI,old,ABICON_SEKI,0.7676613045898136,PrC,1.1557284417317708
637,ABICON,2020-10-19,-2.2345,1.35786488,SEKI,old,ABICON_SEKI,0.7364503012994931,PrC,0.3662284417317707
638,ABICON,2020-08-04,-1.865,1.521879362,SEKI,old,ABICON_SEKI,0.6570823055815905,PrC,0.7357284417317709
639,ABICON,2020-10-19,-1.998,1.313633938,SEKI,old,ABICON_SEKI,0.7612470803871695,PrC,0.6027284417317709
640,ABICON,2020-08-04,-1.845,1.428377329,SEKI,old,ABICON_SEKI,0.7000951217141588,PrC,0.7557284417317709
641,ABICON,2020-08-26,-1.7505,1.799815007,SEKI,old,ABICON_SEKI,0.5556126580291371,PrC,0.8502284417317709
642,ABICON,2020-10-19,-2.394,1.212165889,SEKI,old,ABICON_SEKI,0.82496959292013206,PrC,0.20672844173177074
643,ABICON,2021-05-14,-2.196666667,1.23030894,SEKI,old,ABICON_SEKI,0.8128039775115347,PrC,0.40406177473177074
644,ABICON,2021-06-15,-1.4,1.226946888,SEKI,old,ABICON_SEKI,0.8150312045129047,PrC,1.200728441731771
645,ABICON,2021-07-09,-1.81,1.35839217,SEKI,old,ABICON_SEKI,0.7361644318076421,PrC,0.7907284417317708
646,ABICON,2021-07-31,-1.825,1.308678575,SEKI,old,ABICON_SEKI,0.7641295724582332,PrC,0.7757284417317709
647,ABICON,2021-08-20,-2.04,1.295437998,SEKI,old,ABICON_SEKI,0.7719396849126546,PrC,0.5607284417317708
648,ABICON,2021-09-17,-1.885,1.272862987,SEKI,old,ABICON_SEKI,0.7856305118564973,PrC,0.7157284417317709
649,ABICON,2021-10-17,-1.885,1.301982846,SEKI,old,ABICON_SEKI,0.7680592744153558,PrC,0.7157284417317709
650,ABICON,2021-05-14,-2.373333333,1.079494106,SEKI,old,ABICON_SEKI,0.9263598517507792,PrC,0.2273951087317707
651,ABICON,2021-06-15,-1.69,1.207900834,SEKI,old,ABICON_SEKI,0.827882531290644,PrC,0.9107284417317709
652,ABICON,2021-07-09,-1.755,1.431966406,SEKI,old,ABICON_SEKI,0.6983404050611506,PrC,0.845728441731771
653,ABICON,2021-07-31,-1.793333333,1.398065007,SEKI,old,ABICON_SEKI,0.7152743220043988,PrC,0.8073951087317708
654,ABICON,2021-08-20,-2.016666667,1.348879344,SEKI,old,ABICON_SEKI,0.741356152014735,PrC,0.5840617747317709
655,ABICON,2021-09-17,-1.865,1.368846476,SEKI,old,ABICON_SEKI,0.7305421152284136,PrC,0.7357284417317709
656,ABICON,2021-10-17,-1.955,1.289259891,SEKI,old,ABICON_SEKI,0.7756388040772456,PrC,0.6457284417317708
657,ABICON,2021-05-14,-2.335,1.042173392,SEKI,old,ABICON_SEKI,0.9595332289965046,PrC,0.2657284417317709
658,ABICON,2021-06-15,-1.783333333,1.021520766,SEKI,old,ABICON_SEKI,0.978932620151943,PrC,0.8173951087317708
659,ABICON,2021-07-09,-1.755,1.362969865,SEKI,old,ABICON_SEKI,0.7336919367619328,PrC,0.845728441731771
660,ABICON,2021-07-31,-1.8,1.399630475,SEKI,old,ABICON_SEKI,0.7144742972247728,PrC,0.8007284417317708
661,ABICON,2021-08-20,-1.89,1.455829502,SEKI,old,ABICON_SEKI,0.6868936222450587,PrC,0.710728441731771
662,ABICON,2021-09-17,-1.865,1.497178921,SEKI,old,ABICON_SEKI,0.6679228420689206,PrC,0.7357284417317709
663,ABICON,2021-10-17,-1.93,1.510996053,SEKI,old,ABICON_SEKI,0.6618150974084642,PrC,0.6707284417317709
664,ABICON,2021-05-14,-1.906666667,1.036515272,SEKI,old,ABICON_SEKI,0.9647711201306834,PrC,0.6940617747317708
665,ABICON,2021-06-15,-1.67,1.030953495,SEKI,old,ABICON_SEKI,0.9699758571554189,PrC,0.9307284417317709
666,ABICON,2021-07-09,-1.97,1.156565105,SEKI,old,ABICON_SEKI,0.8646292333020024,PrC,0.6307284417317709
667,ABICON,2021-07-31,-1.825,1.234439919,SEKI,old,ABICON_SEKI,0.8100839778497151,PrC,0.7757284417317709
668,ABICON,2021-08-20,-1.71,1.173838496,SEKI,old,ABICON_SEKI,0.8519059507825173,PrC,0.8907284417317709
669,ABICON,2021-09-17,-1.93,1.285415246,SEKI,old,ABICON_SEKI,0.7779587204304873,PrC,0.6707284417317709
670,ABICON,2021-05-14,-1.985,0.9649160642,SEKI,old,ABICON_SEKI,1.036359572714843,PrC,0.6157284417317708
671,ABICON,2021-06-15,-1.68,1.019135875,SEKI,old,ABICON_SEKI,0.9812234310758613,PrC,0.9207284417317709
672,ABICON,2021-07-09,-1.92,1.240029641,SEKI,old,ABICON_SEKI,0.806432335918654,PrC,0.6807284417317709
673,ABICON,2021-07-31,-1.98,1.059018926,SEKI,old,ABICON_SEKI,0.9442701876699038,PrC,0.6207284417317709
674,ABICON,2021-08-20,-2.115,1.106745728,SEKI,old,ABICON_SEKI,0.9035499073550525,PrC,0.48572844173177065
675,ABICON,2021-09-17,-1.97,1.159792387,SEKI,old,ABICON_SEKI,0.8622232834159826,PrC,0.6307284417317709
676,ABICON,2021-10-17,-1.97,1.08990887,SEKI,old,ABICON_SEKI,0.9175079013716074,PrC,0.6307284417317709
677,ABICON,2020-08-04,-1.805,1.43022415,SEKI,old,ABICON_SEKI,0.6991911023177731,PrC,0.7957284417317709
678,ABICON,2020-08-26,-1.877,1.609165334,SEKI,old,ABICON_SEKI,0.621440183224827,PrC,0.7237284417317709
679,ABICON,2020-08-04,-1.725,2.355755249,SEKI,old,ABICON_SEKI,0.42449231533050485,PrC,0.8757284417317708
680,ABICON,2020-08-26,-1.796,0.8835114982,SEKI,old,ABICON_SEKI,1.1318471825633565,PrC,0.8047284417317708
681,ABICON,2020-10-19,-2.336,1.388258007,SEKI,old,ABICON_SEKI,0.7203271977958777,PrC,0.264728441731771
682,ABICON,2020-08-04,-1.87,1.832976215,SEKI,old,ABICON_SEKI,0.5455608162378692,PrC,0.7307284417317708
683,ABICON,2020-08-26,-1.727,1.150502272,SEKI,old,ABICON_SEKI,0.8691855934031567,PrC,0.8737284417317708
684,ARCPAT,2021-07-30,-2.035,1.009410189,SEKI,both,ARCPAT_SEKI,0.9906775371374817,PrC,0.5657284417317707
685,ARCPAT,2021-07-30,-3.35,1.069104228,SEKI,both,ARCPAT_SEKI,0.935362496761167,PrC,-0.7492715582682292
686,ARCPAT,2021-07-30,-2.83,1.114548119,SEKI,both,ARCPAT_SEKI,0.8972246087474668,PrC,-0.2292715582682292
687,ARCPAT,2021-07-31,-1.74,1.271200402,SEKI,both,ARCPAT_SEKI,0.7866580268749789,PrC,0.8607284417317709
688,ARCPAT,2021-07-31,-1.915,1.37155978,SEKI,both,ARCPAT_SEKI,0.7290969118385785,PrC,0.6857284417317708
689,ARCPAT,2021-07-31,-2.156666667,1.352302742,SEKI,both,ARCPAT_SEKI,0.7394793850088932,PrC,0.4440617747317708
690,ARCPAT,2021-07-31,-2.025,1.197308403,SEKI,both,ARCPAT_SEKI,0.835206699873132,PrC,0.575728441731771
691,ARCPAT,2020-08-04,-1.65,1.443414957,SEKI,new,ARCPAT_SEKI,0.6928014672082963,PrC,0.950728441731771
692,ARCPAT,2020-08-26,-2.661,1.256296716,SEKI,new,ARCPAT_SEKI,0.7959903001131462,PrC,-0.060271558268229164
693,ARCPAT,2020-10-19,-6.411,0.7305716838,SEKI,new,ARCPAT_SEKI,1.3687910744070915,PrC,-3.8102715582682287
694,ARCPAT,2021-07-08,-1.7,2.076236507,SEKI,new,ARCPAT_SEKI,0.4816406977858809,PrC,0.9007284417317709
695,ARCPAT,2021-06-16,-1.903333333,2.005565863,SEKI,new,ARCPAT_SEKI,0.4986123958572783,PrC,0.6973951087317709
696,ARCPAT,2021-06-16,-1.74,1.826684828,SEKI,new,ARCPAT_SEKI,0.5474398126440233,PrC,0.8607284417317709
697,ARCPAT,2021-07-08,-2.26,1.861682799,SEKI,new,ARCPAT_SEKI,0.5371484339529529,PrC,0.3407284417317711
698,ARCPAT,2020-08-04,-2.685,1.342995798,SEKI,new,ARCPAT_SEKI,0.7446039678524743,PrC,-0.08427155826822919
699,ARCPAT,2020-08-26,-3.052,1.117165878,SEKI,new,ARCPAT_SEKI,0.8951222192627691,PrC,-0.4512715582682292
700,ARCPAT,2020-10-19,-3.6535,1.171872681,SEKI,new,ARCPAT_SEKI,0.8533350219809417,PrC,-1.0527715582682293
701,ARCPAT,2020-08-04,-2.055,1.170170715,SEKI,new,ARCPAT_SEKI,0.8545761632737493,PrC,0.5457284417317707
702,ARCPAT,2020-08-26,-1.9825,1.155191853,SEKI,new,ARCPAT_SEKI,0.8656570745396349,PrC,0.6182284417317709
703,ARCPAT,2020-10-19,-5.035,0.8436418207,SEKI,new,ARCPAT_SEKI,1.1853371602302312,PrC,-2.4342715582682293
704,ARCPAT,2020-08-04,-2.55,1.17694099,SEKI,new,ARCPAT_SEKI,0.8496602705629277,PrC,0.050728441731771046
705,ARCPAT,2020-08-26,-2.762,1.122478411,SEKI,new,ARCPAT_SEKI,0.8908857312534986,PrC,-0.16127155826822914
706,ARCPAT,2020-10-19,-3.7375,1.062017357,SEKI,new,ARCPAT_SEKI,0.941604196399212,PrC,-1.136771558268229
707,ARCPAT,2020-08-04,-2.005,1.339722219,SEKI,new,ARCPAT_SEKI,0.7464233897280762,PrC,0.595728441731771
708,ARCPAT,2020-08-26,-3.0805,1.230890631,SEKI,new,ARCPAT_SEKI,0.8124198647832587,PrC,-0.4797715582682289
709,ARCPAT,2020-10-19,-2.8645,1.032457854,SEKI,new,ARCPAT_SEKI,0.9685625385343817,PrC,-0.2637715582682292
710,ARCPAT,2020-08-04,-2.265,1.346157819,SEKI,new,ARCPAT_SEKI,0.742854950501164,PrC,0.33572844173177074
711,ARCPAT,2020-08-26,-3.126,1.187640165,SEKI,new,ARCPAT_SEKI,0.8420058781019755,PrC,-0.525271558268229
712,ARCPAT,2020-10-19,-3.8005,0.8056910171,SEKI,new,ARCPAT_SEKI,1.2411705961416757,PrC,-1.1997715582682291
713,ARCPAT,2020-08-04,-1.435,1.476912001,SEKI,new,ARCPAT_SEKI,0.6770884110379708,PrC,1.1657284417317708
714,ARCPAT,2020-08-26,-2.081,1.849312396,SEKI,new,ARCPAT_SEKI,0.5407415221803337,PrC,0.5197284417317709
715,ARCPAT,2020-10-19,-5.319,0.7225904411,SEKI,new,ARCPAT_SEKI,1.3839098099300886,PrC,-2.718271558268229
716,ARCPAT,2020-08-04,-2.0045,1.414335486,SEKI,new,ARCPAT_SEKI,0.7070458246283443,PrC,0.5962284417317707
717,ARCPAT,2020-08-26,-2.7615,1.364167295,SEKI,new,ARCPAT_SEKI,0.7330479213694975,PrC,-0.16077155826822898
718,ARCPAT,2020-10-19,-4.8265,0.8450142965,SEKI,new,ARCPAT_SEKI,1.1834119305932949,PrC,-2.2257715582682294
719,ARCPAT,2021-07-09,-1.515,2.018646243,SEKI,new,ARCPAT_SEKI,0.49538149810432136,PrC,1.085728441731771
720,ARCPAT,2021-07-09,-1.81,1.925729981,SEKI,new,ARCPAT_SEKI,0.5192836014739286,PrC,0.7907284417317708
721,ARCPAT,2021-07-09,-1.97,1.800850226,SEKI,new,ARCPAT_SEKI,0.5552932640162824,PrC,0.6307284417317709
722,ARCPAT,2020-08-04,-2.255,1.37172034,SEKI,new,ARCPAT_SEKI,0.7290115709737162,PrC,0.345728441731771
723,ARCPAT,2020-08-26,-2.5445,1.274452104,SEKI,new,ARCPAT_SEKI,0.7846509075244148,PrC,0.05622844173177066
724,ARCPAT,2020-10-19,-3.58,0.7898981538,SEKI,new,ARCPAT_SEKI,1.2659859947630632,PrC,-0.9792715582682292
725,ARCPAT,2020-08-04,-2.08,1.472526774,SEKI,new,ARCPAT_SEKI,0.6791047997610127,PrC,0.5207284417317708
726,ARCPAT,2020-08-26,-2.4965,1.369142478,SEKI,new,ARCPAT_SEKI,0.730384175546703,PrC,0.1042284417317707
727,ARCPAT,2020-10-19,-4.636,0.7625441273,SEKI,new,ARCPAT_SEKI,1.3113995166952221,PrC,-2.0352715582682293
728,ARCPAT,2020-08-04,-1.89,1.677395466,SEKI,new,ARCPAT_SEKI,0.5961623363539007,PrC,0.710728441731771
729,ARCPAT,2020-08-26,-2.412,1.26273202,SEKI,new,ARCPAT_SEKI,0.7919336677626976,PrC,0.18872844173177095
730,ARCPAT,2020-10-19,-4.2915,0.8646355453,SEKI,new,ARCPAT_SEKI,1.1565566618626961,PrC,-1.6907715582682292
731,ARCPAT,2021-04-24,-0.745,1.05117549,SEKI,old,ARCPAT_SEKI,0.9513159405952282,PrC,1.8557284417317708
732,ARCPAT,2021-04-24,-0.535,1.075271257,SEKI,old,ARCPAT_SEKI,0.9299978898254879,PrC,2.0657284417317707
733,ARCPAT,2021-04-24,-0.75,0.8956486579,SEKI,old,ARCPAT_SEKI,1.116509237388542,PrC,1.8507284417317709
734,ARCPAT,2021-04-24,-0.61,0.9696616994,SEKI,old,ARCPAT_SEKI,1.03128751049853,PrC,1.990728441731771
735,ARCPAT,2021-04-24,-0.65,1.028200519,SEKI,old,ARCPAT_SEKI,0.9725729383725393,PrC,1.950728441731771
736,ARCPAT,2021-04-24,-0.84,0.9930157482,SEKI,old,ARCPAT_SEKI,1.0070333746596265,PrC,1.760728441731771
737,ARCPAT,2021-04-24,-2.035,1.05057422,SEKI,old,ARCPAT_SEKI,0.9518604025901188,PrC,0.5657284417317707
738,ARCPAT,2021-04-24,-1.105,1.018276267,SEKI,old,ARCPAT_SEKI,0.9820517598295355,PrC,1.4957284417317709
739,ARCPAT,2021-04-24,-0.995,0.9911793766,SEKI,old,ARCPAT_SEKI,1.0088991191788685,PrC,1.6057284417317708
740,ARCPAT,2021-04-24,-1.09,0.9748837847,SEKI,old,ARCPAT_SEKI,1.025763291680689,PrC,1.5107284417317708
741,ARCPAT,2021-04-24,-1.47,1.009946182,SEKI,old,ARCPAT_SEKI,0.990151770285122,PrC,1.130728441731771
742,ARCPAT,2021-05-15,-0.935,0.9991100758,SEKI,old,ARCPAT_SEKI,1.0008907168704984,PrC,1.6657284417317708
743,ARCPAT,2021-06-16,-1.71,0.9431306255,SEKI,old,ARCPAT_SEKI,1.0602985132307103,PrC,0.8907284417317709
744,ARCPAT,2021-07-08,-1.7,1.145402336,SEKI,old,ARCPAT_SEKI,0.8730556666159968,PrC,0.9007284417317709
745,ARCPAT,2021-08-19,-3.21,0.9903526423,SEKI,old,ARCPAT_SEKI,1.0097413358514347,PrC,-0.6092715582682291
746,ARCPAT,2021-09-16,-4.32,0.8504272603,SEKI,old,ARCPAT_SEKI,1.1758795216033362,PrC,-1.7192715582682294
747,ARCPAT,2021-10-16,-2.285,0.9997722425,SEKI,old,ARCPAT_SEKI,1.000227809385296,PrC,0.3157284417317707
748,ARCPAT,2021-05-15,-1.19,1.016581905,SEKI,old,ARCPAT_SEKI,0.9836885695894814,PrC,1.410728441731771
749,ARCPAT,2021-06-16,-1.903333333,1.09684227,SEKI,old,ARCPAT_SEKI,0.9117081164277158,PrC,0.6973951087317709
750,ARCPAT,2021-07-08,-2.125,1.415283877,SEKI,old,ARCPAT_SEKI,0.7065720285881558,PrC,0.47572844173177087
751,ARCPAT,2021-08-19,-3.28,0.954922543,SEKI,old,ARCPAT_SEKI,1.0472053543299793,PrC,-0.6792715582682289
752,ARCPAT,2021-09-16,-3.715,0.8641425562,SEKI,old,ARCPAT_SEKI,1.1572164717791733,PrC,-1.114271558268229
753,ARCPAT,2021-10-16,-2.39,0.935318318,SEKI,old,ARCPAT_SEKI,1.0691547259956475,PrC,0.21072844173177074
754,ARCPAT,2021-05-15,-1.17,0.9043289623,SEKI,old,ARCPAT_SEKI,1.1057922964854268,PrC,1.430728441731771
755,ARCPAT,2021-06-16,-1.63,0.8504993917,SEKI,old,ARCPAT_SEKI,1.1757797945054074,PrC,0.970728441731771
756,ARCPAT,2021-07-08,-1.695,1.273093308,SEKI,old,ARCPAT_SEKI,0.7854883799294937,PrC,0.9057284417317708
757,ARCPAT,2021-08-19,-2.24,0.8828862547,SEKI,old,ARCPAT_SEKI,1.1326487355268597,PrC,0.36072844173177065
758,ARCPAT,2021-09-16,-3.195,0.9195522577,SEKI,old,ARCPAT_SEKI,1.0874857754155454,PrC,-0.594271558268229
759,ARCPAT,2021-10-16,-4.55,0.9836169165,SEKI,old,ARCPAT_SEKI,1.016655959474849,PrC,-1.949271558268229
760,ARCPAT,2021-05-15,-1.61,0.9079148506,SEKI,old,ARCPAT_SEKI,1.1014248740827899,PrC,0.9907284417317708
761,ARCPAT,2021-06-16,-1.74,1.000799506,SEKI,old,ARCPAT_SEKI,0.9992011326992003,PrC,0.8607284417317709
762,ARCPAT,2021-07-08,-2.193333333,1.307637128,SEKI,old,ARCPAT_SEKI,0.764738151423917,PrC,0.40739510873177087
763,ARCPAT,2021-07-30,-2.96,1.167423733,SEKI,old,ARCPAT_SEKI,0.8565870058425479,PrC,-0.3592715582682291
764,ARCPAT,2021-08-19,-2,0.9343525204,SEKI,old,ARCPAT_SEKI,1.0702598624894766,PrC,0.6007284417317709
765,ARCPAT,2021-09-16,-3.23,0.8359054753,SEKI,old,ARCPAT_SEKI,1.196307512689886,PrC,-0.6292715582682291
766,ARCPAT,2021-10-16,-2.02,0.993594349,SEKI,old,ARCPAT_SEKI,1.0064469478982514,PrC,0.5807284417317709
767,ARCPAT,2021-05-15,-0.92,1.001926415,SEKI,old,ARCPAT_SEKI,0.9980772889394277,PrC,1.680728441731771
768,ARCPAT,2021-06-16,-1.786666667,0.9404321841,SEKI,old,ARCPAT_SEKI,1.0633408946515446,PrC,0.8140617747317709
769,ARCPAT,2021-07-08,-2.26,1.108579266,SEKI,old,ARCPAT_SEKI,0.9020554782773648,PrC,0.3407284417317711
770,ARCPAT,2021-08-19,-4.14,0.9583377195,SEKI,old,ARCPAT_SEKI,1.0434734850275296,PrC,-1.5392715582682288
771,ARCPAT,2021-09-16,-4.82,0.7891890347,SEKI,old,ARCPAT_SEKI,1.267123535719344,PrC,-2.2192715582682294
772,ARCPAT,2021-10-16,-1.74,0.9908953827,SEKI,old,ARCPAT_SEKI,1.0091882730093984,PrC,0.8607284417317709
773,ARCPAT,2021-05-15,-1.945,0.9292648693,SEKI,old,ARCPAT_SEKI,1.0761194499403424,PrC,0.6557284417317708
774,ARCPAT,2021-06-16,-1.88,0.9618941147,SEKI,old,ARCPAT_SEKI,1.039615467770987,PrC,0.720728441731771
775,ARCPAT,2021-07-08,-2.195,1.342402342,SEKI,old,ARCPAT_SEKI,0.7449331461312364,PrC,0.40572844173177103
776,ARCPAT,2021-08-19,-2.985,0.9053657099,SEKI,old,ARCPAT_SEKI,1.1045260374511563,PrC,-0.384271558268229
777,ARCPAT,2021-09-16,-4.035,0.8147969076,SEKI,old,ARCPAT_SEKI,1.2272996996828562,PrC,-1.4342715582682293
778,ARCPAT,2021-10-16,-1.635,0.9866452159,SEKI,old,ARCPAT_SEKI,1.0135355484269166,PrC,0.9657284417317709
779,ARCPAT,2021-05-14,-1.56,1.044851847,SEKI,old,ARCPAT_SEKI,0.9570734864193623,PrC,1.0407284417317708
780,ARCPAT,2021-06-15,-1.365,1.02929277,SEKI,old,ARCPAT_SEKI,0.9715408765574055,PrC,1.2357284417317709
781,ARCPAT,2021-07-09,-1.515,1.860419212,SEKI,old,ARCPAT_SEKI,0.5375132623603545,PrC,1.085728441731771
782,ARCPAT,2021-08-20,-2.555,1.132593997,SEKI,old,ARCPAT_SEKI,0.8829289247945749,PrC,0.04572844173177071
