x1,species,date,mwp,lfm,study,tissue_age,sp_site,ilfm,study_nice,mwp_c
363,MALLAU,2016-01-29,-2.07,1.0018,StuntRanch,both,MALLAU_StuntRanch,0.9982032341784787,StR,0.530728441731771
364,MALLAU,2016-01-29,-2.31,0.9083,StuntRanch,both,MALLAU_StuntRanch,1.100957833314984,StR,0.2907284417317708
365,QUEAGR,2016-01-29,-1.93,0.7715,StuntRanch,both,QUEAGR_StuntRanch,1.2961762799740766,StR,0.6707284417317709
366,QUEAGR,2016-01-29,-2.21,0.6667,StuntRanch,both,QUEAGR_StuntRanch,1.4999250037498126,StR,0.3907284417317709
367,QUEAGR,2016-01-29,-2.69,0.7313,StuntRanch,both,QUEAGR_StuntRanch,1.3674278681799537,StR,-0.08927155826822908
368,QUEBER,2016-01-29,-1.52,0.7559,StuntRanch,both,QUEBER_StuntRanch,1.3229263130043656,StR,1.0807284417317709
369,QUEBER,2016-01-29,-1.97,0.8863,StuntRanch,both,QUEBER_StuntRanch,1.128286133363421,StR,0.6307284417317709
370,SALLEU,2016-01-29,-1.24,1.7536,StuntRanch,both,SALLEU_StuntRanch,0.5702554744525548,StR,1.3607284417317709
371,SALLEU,2016-01-29,-1.31,2.1217,StuntRanch,both,SALLEU_StuntRanch,0.4713201677899797,StR,1.2907284417317708
372,SALLEU,2016-01-29,-1.45,2.4531,StuntRanch,both,SALLEU_StuntRanch,0.40764746647099587,StR,1.150728441731771
373,SALMEL,2016-01-29,-1.38,2.0278,StuntRanch,both,SALMEL_StuntRanch,0.49314528059966467,StR,1.220728441731771
374,SALMEL,2016-01-29,-1.52,2.0284,StuntRanch,both,SALMEL_StuntRanch,0.49299940840070994,StR,1.0807284417317709
375,SALMEL,2016-01-29,-1.93,1.6765,StuntRanch,both,SALMEL_StuntRanch,0.5964807634953773,StR,0.6707284417317709
376,ADEFAS,2016-02-19,-1.79,1.3645,StuntRanch,both,ADEFAS_StuntRanch,0.7328691828508611,StR,0.8107284417317708
377,ARCGLA,2016-02-19,-1.17,0.8518,StuntRanch,both,ARCGLA_StuntRanch,1.173984503404555,StR,1.430728441731771
378,ARCGLA,2016-02-19,-1.59,0.8393,StuntRanch,both,ARCGLA_StuntRanch,1.191469081377338,StR,1.0107284417317708
379,ARCGLA,2016-02-19,-1.65,0.8638,StuntRanch,both,ARCGLA_StuntRanch,1.157675387821255,StR,0.950728441731771
380,CERBET,2016-02-19,-1.24,1.1707,StuntRanch,both,CERBET_StuntRanch,0.8541898009737763,StR,1.3607284417317709
381,CERBET,2016-02-19,-1.24,1.1165,StuntRanch,both,CERBET_StuntRanch,0.8956560680698611,StR,1.3607284417317709
382,CERBET,2016-02-19,-1.31,0.9925,StuntRanch,both,CERBET_StuntRanch,1.0075566750629723,StR,1.2907284417317708
383,CEASPI,2016-02-19,-1.38,1.386,StuntRanch,both,CEASPI_StuntRanch,0.7215007215007215,StR,1.220728441731771
384,CEASPI,2016-02-19,-1.59,1.1654,StuntRanch,both,CEASPI_StuntRanch,0.8580744808649391,StR,1.0107284417317708
385,CEASPI,2016-02-19,-1.65,1.5835,StuntRanch,both,CEASPI_StuntRanch,0.6315124723713293,StR,0.950728441731771
386,ERIFAS,2016-02-19,-1.38,1.4235,StuntRanch,both,ERIFAS_StuntRanch,0.7024938531787847,StR,1.220728441731771
387,ERIFAS,2016-02-19,-1.79,1.2461,StuntRanch,both,ERIFAS_StuntRanch,0.8025038118931065,StR,0.8107284417317708
388,ERIFAS,2016-02-19,-1.93,1.2702,StuntRanch,both,ERIFAS_StuntRanch,0.7872775940796725,StR,0.6707284417317709
389,HETARB,2016-02-19,-1.31,0.9424,StuntRanch,both,HETARB_StuntRanch,1.061120543293718,StR,1.2907284417317708
390,HETARB,2016-02-19,-1.52,0.9798,StuntRanch,both,HETARB_StuntRanch,1.0206164523372117,StR,1.0807284417317709
391,HETARB,2016-02-19,-1.65,1.087,StuntRanch,both,HETARB_StuntRanch,0.9199632014719411,StR,0.950728441731771
392,MALLAU,2016-02-19,-1.17,1.0209,StuntRanch,both,MALLAU_StuntRanch,0.9795278675678324,StR,1.430728441731771
393,MALLAU,2016-02-19,-1.24,1.1476,StuntRanch,both,MALLAU_StuntRanch,0.871383757406762,StR,1.3607284417317709
394,MALLAU,2016-02-19,-1.38,0.9638,StuntRanch,both,MALLAU_StuntRanch,1.0375596596804317,StR,1.220728441731771
395,QUEAGR,2016-02-19,-1.41,0.8766,StuntRanch,both,QUEAGR_StuntRanch,1.1407711613050422,StR,1.190728441731771
396,QUEAGR,2016-02-19,-1.59,1.8436,StuntRanch,both,QUEAGR_StuntRanch,0.5424170101974398,StR,1.0107284417317708
397,QUEAGR,2016-02-19,-1.72,1.4472,StuntRanch,both,QUEAGR_StuntRanch,0.6909894969596462,StR,0.8807284417317709
398,QUEBER,2016-02-19,-2,0.71,StuntRanch,both,QUEBER_StuntRanch,1.4084507042253522,StR,0.6007284417317709
399,QUEBER,2016-02-19,-2.62,0.6488,StuntRanch,both,QUEBER_StuntRanch,1.5413070283600492,StR,-0.01927155826822924
400,QUEBER,2016-02-19,-2.69,0.723,StuntRanch,both,QUEBER_StuntRanch,1.3831258644536653,StR,-0.08927155826822908
401,SALLEU,2016-02-19,-1.45,2.5746000000000002,StuntRanch,both,SALLEU_StuntRanch,0.38840985007379786,StR,1.150728441731771
402,SALLEU,2016-02-19,-1.52,2.1368,StuntRanch,both,SALLEU_StuntRanch,0.4679895170348184,StR,1.0807284417317709
403,SALLEU,2016-02-19,-1.59,1.6186,StuntRanch,both,SALLEU_StuntRanch,0.6178178672927221,StR,1.0107284417317708
404,SALMEL,2016-02-19,-1.1,2.9911,StuntRanch,both,SALMEL_StuntRanch,0.3343251646551436,StR,1.5007284417317708
405,SALMEL,2016-02-19,-1.17,2.6008,StuntRanch,both,SALMEL_StuntRanch,0.38449707782220854,StR,1.430728441731771
406,SALMEL,2016-02-19,-1.24,2.5699,StuntRanch,both,SALMEL_StuntRanch,0.389120199229542,StR,1.3607284417317709
407,ADEFAS,2016-03-09,-2.07,1.0123,StuntRanch,both,ADEFAS_StuntRanch,0.9878494517435543,StR,0.530728441731771
408,ADEFAS,2016-03-09,-2.21,0.8004,StuntRanch,both,ADEFAS_StuntRanch,1.249375312343828,StR,0.3907284417317709
409,ADEFAS,2016-03-09,-2.48,0.8608,StuntRanch,both,ADEFAS_StuntRanch,1.161710037174721,StR,0.12072844173177089
410,ARCGLA,2016-03-09,-1.38,0.86240000000000006,StuntRanch,both,ARCGLA_StuntRanch,1.1595547309833023,StR,1.220728441731771
411,ARCGLA,2016-03-09,-1.93,0.9501,StuntRanch,both,ARCGLA_StuntRanch,1.0525207872855489,StR,0.6707284417317709
412,ARCGLA,2016-03-09,-2.07,0.6216,StuntRanch,both,ARCGLA_StuntRanch,1.6087516087516087,StR,0.530728441731771
413,CERBET,2016-03-09,-1.45,0.9958,StuntRanch,both,CERBET_StuntRanch,1.004217714400482,StR,1.150728441731771
414,CERBET,2016-03-09,-1.52,0.9312,StuntRanch,both,CERBET_StuntRanch,1.0738831615120275,StR,1.0807284417317709
415,CERBET,2016-03-09,-1.55,0.9581,StuntRanch,both,CERBET_StuntRanch,1.0437323870159692,StR,1.0507284417317708
416,CEASPI,2016-03-09,-1.65,1.8348,StuntRanch,both,CEASPI_StuntRanch,0.5450185306300415,StR,0.950728441731771
417,CEASPI,2016-03-09,-1.76,1.5062,StuntRanch,both,CEASPI_StuntRanch,0.6639224538573895,StR,0.8407284417317709
418,CEASPI,2016-03-09,-1.9,1.0637,StuntRanch,both,CEASPI_StuntRanch,0.940114693992667,StR,0.700728441731771
419,ERIFAS,2016-03-09,-1.52,1.3471,StuntRanch,both,ERIFAS_StuntRanch,0.7423353871279044,StR,1.0807284417317709
420,ERIFAS,2016-03-09,-1.86,1.2382,StuntRanch,both,ERIFAS_StuntRanch,0.8076239702794379,StR,0.7407284417317708
421,ERIFAS,2016-03-09,-2.41,0.7083,StuntRanch,both,ERIFAS_StuntRanch,1.4118311449950585,StR,0.19072844173177073
422,HETARB,2016-03-09,-2.07,0.9265,StuntRanch,both,HETARB_StuntRanch,1.0793308148947653,StR,0.530728441731771
423,HETARB,2016-03-09,-2.21,1.0078,StuntRanch,both,HETARB_StuntRanch,0.9922603691208572,StR,0.3907284417317709
424,HETARB,2016-03-09,-2.48,0.9042,StuntRanch,both,HETARB_StuntRanch,1.1059500110595002,StR,0.12072844173177089
425,MALLAU,2016-03-09,-0.69,2.3535,StuntRanch,both,MALLAU_StuntRanch,0.4248990864669641,StR,1.910728441731771
426,MALLAU,2016-03-09,-1.38,1.028,StuntRanch,both,MALLAU_StuntRanch,0.9727626459143969,StR,1.220728441731771
427,MALLAU,2016-03-09,-1.59,0.9626,StuntRanch,both,MALLAU_StuntRanch,1.0388531061707875,StR,1.0107284417317708
428,QUEAGR,2016-03-09,-1.59,0.652,StuntRanch,both,QUEAGR_StuntRanch,1.5337423312883436,StR,1.0107284417317708
429,QUEAGR,2016-03-09,-1.65,0.921,StuntRanch,both,QUEAGR_StuntRanch,1.0857763300760044,StR,0.950728441731771
430,QUEAGR,2016-03-09,-1.86,1.0198,StuntRanch,both,QUEAGR_StuntRanch,0.9805844283192783,StR,0.7407284417317708
431,QUEBER,2016-03-09,-1.72,1.0827,StuntRanch,both,QUEBER_StuntRanch,0.9236168837166343,StR,0.8807284417317709
432,QUEBER,2016-03-09,-1.93,0.9493,StuntRanch,both,QUEBER_StuntRanch,1.0534077741493733,StR,0.6707284417317709
433,QUEBER,2016-03-09,-2.24,1.0393,StuntRanch,both,QUEBER_StuntRanch,0.9621860867891852,StR,0.36072844173177065
434,SALLEU,2016-03-09,-1.03,2.2631,StuntRanch,both,SALLEU_StuntRanch,0.4418717688126905,StR,1.5707284417317708
435,SALLEU,2016-03-09,-1.38,2.4151,StuntRanch,both,SALLEU_StuntRanch,0.4140615295432902,StR,1.220728441731771
436,SALLEU,2016-03-09,-1.72,2.523,StuntRanch,both,SALLEU_StuntRanch,0.3963535473642489,StR,0.8807284417317709
437,SALMEL,2016-03-09,-1.38,2.4276,StuntRanch,both,SALMEL_StuntRanch,0.4119294776734223,StR,1.220728441731771
438,SALMEL,2016-03-09,-1.48,2.1486,StuntRanch,both,SALMEL_StuntRanch,0.46541934282788794,StR,1.1207284417317709
439,SALMEL,2016-03-09,-1.55,2.8598,StuntRanch,both,SALMEL_StuntRanch,0.34967480243373666,StR,1.0507284417317708
440,ADEFAS,2016-03-31,-2.07,0.7129,StuntRanch,both,ADEFAS_StuntRanch,1.4027212792818067,StR,0.530728441731771
441,ADEFAS,2016-03-31,-2.17,0.7482,StuntRanch,both,ADEFAS_StuntRanch,1.3365410318096766,StR,0.43072844173177094
442,ADEFAS,2016-03-31,-2.21,0.7726,StuntRanch,both,ADEFAS_StuntRanch,1.2943308309603936,StR,0.3907284417317709
443,ARCGLA,2016-03-31,-1.31,1.8859,StuntRanch,both,ARCGLA_StuntRanch,0.5302508086324832,StR,1.2907284417317708
444,ARCGLA,2016-03-31,-1.59,0.9962,StuntRanch,both,ARCGLA_StuntRanch,1.003814495081309,StR,1.0107284417317708
445,ARCGLA,2016-03-31,-1.65,0.8465,StuntRanch,both,ARCGLA_StuntRanch,1.1813349084465445,StR,0.950728441731771
446,CERBET,2016-03-31,-1.1,1.019,StuntRanch,both,CERBET_StuntRanch,0.9813542688910698,StR,1.5007284417317708
447,CERBET,2016-03-31,-1.41,0.9616,StuntRanch,both,CERBET_StuntRanch,1.0399334442595674,StR,1.190728441731771
448,CERBET,2016-03-31,-1.48,0.9119,StuntRanch,both,CERBET_StuntRanch,1.096611470555982,StR,1.1207284417317709
449,CEASPI,2016-03-31,-1.38,1.3837,StuntRanch,both,CEASPI_StuntRanch,0.7227000072270001,StR,1.220728441731771
450,CEASPI,2016-03-31,-1.45,1.2079,StuntRanch,both,CEASPI_StuntRanch,0.82788310290586975,StR,1.150728441731771
451,CEASPI,2016-03-31,-1.52,1.0574,StuntRanch,both,CEASPI_StuntRanch,0.9457159069415548,StR,1.0807284417317709
452,ERIFAS,2016-03-31,-2,1.0752,StuntRanch,both,ERIFAS_StuntRanch,0.9300595238095238,StR,0.6007284417317709
453,ERIFAS,2016-03-31,-2.03,1.2428,StuntRanch,both,ERIFAS_StuntRanch,0.804634695848085,StR,0.5707284417317711
454,ERIFAS,2016-03-31,-2.07,1.2081,StuntRanch,both,ERIFAS_StuntRanch,0.8277460475126232,StR,0.530728441731771
455,HETARB,2016-03-31,-1.38,0.9475,StuntRanch,both,HETARB_StuntRanch,1.0554089709762533,StR,1.220728441731771
456,HETARB,2016-03-31,-1.55,1.6854,StuntRanch,both,HETARB_StuntRanch,0.5933309600094933,StR,1.0507284417317708
457,HETARB,2016-03-31,-1.93,1.2277,StuntRanch,both,HETARB_StuntRanch,0.8145312372729494,StR,0.6707284417317709
458,MALLAU,2016-03-31,-1.14,1.843,StuntRanch,both,MALLAU_StuntRanch,0.5425935973955507,StR,1.460728441731771
459,MALLAU,2016-03-31,-1.24,1.2039,StuntRanch,both,MALLAU_StuntRanch,0.8306337735692333,StR,1.3607284417317709
460,MALLAU,2016-03-31,-1.38,1.3249,StuntRanch,both,MALLAU_StuntRanch,0.7547739452034116,StR,1.220728441731771
461,QUEAGR,2016-03-31,-1.45,0.9944,StuntRanch,both,QUEAGR_StuntRanch,1.005631536604988,StR,1.150728441731771
462,QUEAGR,2016-03-31,-1.76,0.9341,StuntRanch,both,QUEAGR_StuntRanch,1.0705491917353602,StR,0.8407284417317709
463,QUEAGR,2016-03-31,-1.86,0.7483,StuntRanch,both,QUEAGR_StuntRanch,1.3363624214887078,StR,0.7407284417317708
464,QUEBER,2016-03-31,-1.52,0.8202,StuntRanch,both,QUEBER_StuntRanch,1.21921482565228,StR,1.0807284417317709
465,QUEBER,2016-03-31,-1.62,0.8377,StuntRanch,both,QUEBER_StuntRanch,1.193744777366599,StR,0.9807284417317708
466,QUEBER,2016-03-31,-1.76,0.9189,StuntRanch,both,QUEBER_StuntRanch,1.0882576994232234,StR,0.8407284417317709
467,SALLEU,2016-03-31,-0.69,2.3143,StuntRanch,both,SALLEU_StuntRanch,0.43209609817223354,StR,1.910728441731771
468,SALLEU,2016-03-31,-0.93,1.706,StuntRanch,both,SALLEU_StuntRanch,0.5861664712778429,StR,1.6707284417317707
469,SALLEU,2016-03-31,-0.97,2.0745,StuntRanch,both,SALLEU_StuntRanch,0.48204386599180526,StR,1.630728441731771
470,SALMEL,2016-03-31,-0.83,2,StuntRanch,both,SALMEL_StuntRanch,0.5,StR,1.7707284417317708
471,SALMEL,2016-03-31,-0.83,2.6892,StuntRanch,both,SALMEL_StuntRanch,0.3718578015766771,StR,1.7707284417317708
472,SALMEL,2016-03-31,-1.03,2.2878,StuntRanch,both,SALMEL_StuntRanch,0.4371011452050005,StR,1.5707284417317708
473,HETARB,2017-02-25,-1.17,0.822590068,StuntRanch,both,HETARB_StuntRanch,1.2156723487208454,StR,1.430728441731771
474,HETARB,2017-02-25,-1.17,0.748518205,StuntRanch,both,HETARB_StuntRanch,1.3359728505200485,StR,1.430728441731771
475,HETARB,2017-02-25,-1.31,0.860096931,StuntRanch,both,HETARB_StuntRanch,1.162659653764071,StR,1.2907284417317708
476,MALLAU,2017-02-25,-0.97,0.912197996,StuntRanch,both,MALLAU_StuntRanch,1.0962532305322013,StR,1.630728441731771
477,MALLAU,2017-02-25,-1.45,0.933728726,StuntRanch,both,MALLAU_StuntRanch,1.0709748689899468,StR,1.150728441731771
478,MALLAU,2017-02-25,-1.24,0.728103946,StuntRanch,both,MALLAU_StuntRanch,1.3734302711772421,StR,1.3607284417317709
479,QUEAGR,2017-02-25,-1.24,1.23476005,StuntRanch,both,QUEAGR_StuntRanch,0.8098739508133584,StR,1.3607284417317709
480,QUEAGR,2017-02-25,-1.72,0.694276094,StuntRanch,both,QUEAGR_StuntRanch,1.4403491761304976,StR,0.8807284417317709
481,QUEAGR,2017-02-25,-1.38,0.71255814,StuntRanch,both,QUEAGR_StuntRanch,1.40339425495862,StR,1.220728441731771
482,SALLEU,2017-02-25,-1.52,2.15576324,StuntRanch,both,SALLEU_StuntRanch,0.4638728323431287,StR,1.0807284417317709
483,SALLEU,2017-02-25,-1.45,2.1751026,StuntRanch,both,SALLEU_StuntRanch,0.45974842749946593,StR,1.150728441731771
484,SALLEU,2017-02-25,-0.97,2.43398533,StuntRanch,both,SALLEU_StuntRanch,0.41084881970097986,StR,1.630728441731771
485,ABICON,2021-04-24,-0.765,1.367987918,SEKI,new,ABICON_SEKI,0.7310006081501079,PrC,1.8357284417317707
486,ABICON,2021-04-24,-0.97,1.404427031,SEKI,new,ABICON_SEKI,0.7120341448341149,PrC,1.630728441731771
487,ABICON,2021-04-24,-1.125,1.246264749,SEKI,new,ABICON_SEKI,0.802397725525333,PrC,1.4757284417317709
488,ABICON,2021-04-24,-0.935,1.242028867,SEKI,new,ABICON_SEKI,0.8051342658527759,PrC,1.6657284417317708
489,ABICON,2021-04-24,-1.115,1.310974719,SEKI,new,ABICON_SEKI,0.7627912159608929,PrC,1.4857284417317709
490,ABICON,2021-04-24,-0.89,1.277849324,SEKI,new,ABICON_SEKI,0.7825648777351468,PrC,1.7107284417317707
491,ABICON,2021-04-24,-1.545,1.366259488,SEKI,new,ABICON_SEKI,0.7319253837086619,PrC,1.055728441731771
492,ABICON,2021-04-24,-0.815,1.337575195,SEKI,new,ABICON_SEKI,0.7476215197008045,PrC,1.785728441731771
493,ABICON,2021-04-24,-1.57,1.316718142,SEKI,new,ABICON_SEKI,0.7594639794975955,PrC,1.0307284417317708
494,ABICON,2021-04-24,-1.56,1.18928846,SEKI,new,ABICON_SEKI,0.8408388995887508,PrC,1.0407284417317708
495,ABICON,2021-04-24,-1.48,1.262829053,SEKI,new,ABICON_SEKI,0.7918728173258143,PrC,1.1207284417317709
496,ABICON,2020-08-04,-1.7,1.899899179,SEKI,new,ABICON_SEKI,0.5263437192105866,PrC,0.9007284417317709
497,ABICON,2020-08-26,-1.9385,1.680235936,SEKI,new,ABICON_SEKI,0.5951545128719351,PrC,0.662228441731771
498,ABICON,2021-06-16,-2.17,1.919749403,SEKI,new,ABICON_SEKI,0.5209013209939256,PrC,0.43072844173177094
499,ABICON,2021-07-30,-2.05,1.908559853,SEKI,new,ABICON_SEKI,0.5239552736206486,PrC,0.550728441731771
500,ABICON,2021-09-16,-1.86,1.360741386,SEKI,new,ABICON_SEKI,0.7348935001819663,PrC,0.7407284417317708
501,ABICON,2021-07-08,-2.136666667,2.665707434,SEKI,new,ABICON_SEKI,0.3751349406335489,PrC,0.4640617747317708
502,ABICON,2021-08-19,-2.045,1.618935469,SEKI,new,ABICON_SEKI,0.617689845672286,PrC,0.5557284417317709
503,ABICON,2021-09-16,-1.96,1.940756397,SEKI,new,ABICON_SEKI,0.5152630188651132,PrC,0.6407284417317709
504,ABICON,2021-10-16,-1.97,2.21149576,SEKI,new,ABICON_SEKI,0.4521826440218904,PrC,0.6307284417317709
505,ABICON,2021-05-15,-0.795,1.219488833,SEKI,new,ABICON_SEKI,0.8200157089917363,PrC,1.805728441731771
506,ABICON,2021-07-30,-2.046666667,1.838530411,SEKI,new,ABICON_SEKI,0.5439126783092412,PrC,0.5540617747317707
507,ABICON,2021-08-19,-2.005,1.523414655,SEKI,new,ABICON_SEKI,0.6564200998840989,PrC,0.595728441731771
508,ABICON,2021-09-16,-2.235,1.450229112,SEKI,new,ABICON_SEKI,0.6895462184046958,PrC,0.365728441731771
509,ABICON,2021-10-16,-1.9,1.285439901,SEKI,new,ABICON_SEKI,0.777943799023242,PrC,0.700728441731771
510,ABICON,2021-07-08,-2.27,2.678534393,SEKI,new,ABICON_SEKI,0.37333849534035085,PrC,0.33072844173177085
511,ABICON,2021-10-16,-1.9,1.307082925,SEKI,new,ABICON_SEKI,0.7650624003063922,PrC,0.700728441731771
512,ABICON,2021-07-30,-2.275,1.16507718,SEKI,new,ABICON_SEKI,0.8583122364477176,PrC,0.32572844173177096
513,ABICON,2021-08-19,-2.21,1.335897057,SEKI,new,ABICON_SEKI,0.7485606729650877,PrC,0.3907284417317709
514,ABICON,2021-05-15,-1.515,1.170487395,SEKI,new,ABICON_SEKI,0.8543449543085425,PrC,1.085728441731771
515,ABICON,2021-07-08,-2.193333333,2.495819519,SEKI,new,ABICON_SEKI,0.400669997324434,PrC,0.40739510873177087
516,ABICON,2021-07-30,-2.16,1.477605512,SEKI,new,ABICON_SEKI,0.6767706210343374,PrC,0.4407284417317707
517,ABICON,2021-08-19,-2.115,1.406290549,SEKI,new,ABICON_SEKI,0.7110906069240746,PrC,0.48572844173177065
518,ABICON,2021-09-16,-2.195,1.58148316,SEKI,new,ABICON_SEKI,0.6323178300551743,PrC,0.40572844173177103
519,ABICON,2021-10-16,-1.825,1.389745866,SEKI,new,ABICON_SEKI,0.7195560170135451,PrC,0.7757284417317709
520,ABICON,2020-08-04,-1.92,1.910454938,SEKI,new,ABICON_SEKI,0.5234355336571671,PrC,0.6807284417317709
521,ABICON,2020-08-26,-2.3915,1.724758793,SEKI,new,ABICON_SEKI,0.5797912172174675,PrC,0.2092284417317707
522,ABICON,2020-10-19,-2.0865,1.619039524,SEKI,new,ABICON_SEKI,0.6176501470015997,PrC,0.5142284417317708
523,ABICON,2020-08-04,-1.805,1.77085171,SEKI,new,ABICON_SEKI,0.564700022228287,PrC,0.7957284417317709
524,ABICON,2020-08-26,-1.9645,1.830025152,SEKI,new,ABICON_SEKI,0.5464405770090749,PrC,0.636228441731771
525,ABICON,2020-10-19,-2.0355,1.66799407,SEKI,new,ABICON_SEKI,0.5995225150890374,PrC,0.565228441731771
526,ABICON,2020-08-04,-1.8,1.73710297,SEKI,new,ABICON_SEKI,0.5756711129219934,PrC,0.8007284417317708
527,ABICON,2020-08-26,-2.3265,1.72039528,SEKI,new,ABICON_SEKI,0.5812617667725757,PrC,0.2742284417317711
528,ABICON,2020-10-19,-2.265,1.600374515,SEKI,new,ABICON_SEKI,0.6248537393136381,PrC,0.33572844173177074
529,ABICON,2020-08-04,-1.925,1.787627112,SEKI,new,ABICON_SEKI,0.55940077955139,PrC,0.6757284417317708
530,ABICON,2020-08-26,-2.2285,1.71456421,SEKI,new,ABICON_SEKI,0.5832385828233286,PrC,0.37222844173177094
531,ABICON,2020-10-19,-2.202,1.607845977,SEKI,new,ABICON_SEKI,0.62195012103451,PrC,0.3987284417317709
532,ABICON,2020-08-04,-1.445,1.746981691,SEKI,new,ABICON_SEKI,0.572415844511561,PrC,1.1557284417317708
533,ABICON,2020-08-26,-2.019,1.658264518,SEKI,new,ABICON_SEKI,0.6030400995409829,PrC,0.5817284417317707
534,ABICON,2020-10-19,-2.2345,1.614821905,SEKI,new,ABICON_SEKI,0.6192633360395244,PrC,0.3662284417317707
535,ABICON,2020-08-04,-1.865,2.396032968,SEKI,new,ABICON_SEKI,0.41735652779215016,PrC,0.7357284417317709
536,ABICON,2020-08-26,-2.195,1.95389157,SEKI,new,ABICON_SEKI,0.5117991271132819,PrC,0.40572844173177103
537,ABICON,2020-10-19,-1.998,1.598613426,SEKI,new,ABICON_SEKI,0.6255421002575766,PrC,0.6027284417317709
538,ABICON,2020-08-04,-1.845,2.06695348,SEKI,new,ABICON_SEKI,0.48380382513495174,PrC,0.7557284417317709
539,ABICON,2020-08-26,-1.7505,1.312832034,SEKI,new,ABICON_SEKI,0.7617120652922764,PrC,0.8502284417317709
540,ABICON,2020-10-19,-2.394,1.599327393,SEKI,new,ABICON_SEKI,0.6252628476050869,PrC,0.20672844173177074
541,ABICON,2021-07-31,-1.825,2.031806205,SEKI,new,ABICON_SEKI,0.4921729235490744,PrC,0.7757284417317709
542,ABICON,2021-08-20,-2.04,1.591595407,SEKI,new,ABICON_SEKI,0.6283003806129983,PrC,0.5607284417317708
543,ABICON,2021-09-17,-1.885,1.404497696,SEKI,new,ABICON_SEKI,0.71199832000294,PrC,0.7157284417317709
544,ABICON,2021-10-17,-1.87,1.403265107,SEKI,new,ABICON_SEKI,0.7126237195036305,PrC,0.7307284417317708
545,ABICON,2021-07-31,-1.793333333,2.02282029,SEKI,new,ABICON_SEKI,0.4943592888323263,PrC,0.8073951087317708
546,ABICON,2021-08-20,-2.016666667,1.583967756,SEKI,new,ABICON_SEKI,0.6313259826230957,PrC,0.5840617747317709
547,ABICON,2021-09-17,-1.865,1.335532933,SEKI,new,ABICON_SEKI,0.7487647629577397,PrC,0.7357284417317709
548,ABICON,2021-10-17,-1.955,1.428093831,SEKI,new,ABICON_SEKI,0.7002341010742732,PrC,0.6457284417317708
549,ABICON,2021-07-31,-1.8,1.934981399,SEKI,new,ABICON_SEKI,0.5168008335980908,PrC,0.8007284417317708
550,ABICON,2021-08-20,-1.89,1.835597331,SEKI,new,ABICON_SEKI,0.5447817901626705,PrC,0.710728441731771
551,ABICON,2021-09-17,-1.865,1.861346046,SEKI,new,ABICON_SEKI,0.5372456143493481,PrC,0.7357284417317709
552,ABICON,2021-10-17,-1.93,1.658039517,SEKI,new,ABICON_SEKI,0.6031219339146788,PrC,0.6707284417317709
553,ABICON,2021-07-09,-1.97,2.393787596,SEKI,new,ABICON_SEKI,0.41774800808183316,PrC,0.6307284417317709
554,ABICON,2021-07-31,-1.825,1.601263334,SEKI,new,ABICON_SEKI,0.6245068995003916,PrC,0.7757284417317709
555,ABICON,2021-07-09,-1.92,2.425369686,SEKI,new,ABICON_SEKI,0.41230827851618496,PrC,0.6807284417317709
556,ABICON,2021-07-31,-1.98,1.331894835,SEKI,new,ABICON_SEKI,0.750810029231775,PrC,0.6207284417317709
557,ABICON,2021-08-20,-2.115,1.313307393,SEKI,new,ABICON_SEKI,0.7614363593245986,PrC,0.48572844173177065
558,ABICON,2021-09-17,-1.97,1.198367575,SEKI,new,ABICON_SEKI,0.8344685060424804,PrC,0.6307284417317709
559,ABICON,2020-08-04,-1.805,1.959206412,SEKI,new,ABICON_SEKI,0.5104107427757847,PrC,0.7957284417317709
560,ABICON,2020-08-26,-1.877,1.991485746,SEKI,new,ABICON_SEKI,0.5021376638063068,PrC,0.7237284417317709
561,ABICON,2020-10-19,-2.2435,1.282792728,SEKI,new,ABICON_SEKI,0.779549165015223,PrC,0.3572284417317708
562,ABICON,2020-10-19,-2.2435,1.444046781,SEKI,new,ABICON_SEKI,0.6924983408830437,PrC,0.3572284417317708
563,ABICON,2020-10-19,-2.2435,1.663814574,SEKI,new,ABICON_SEKI,0.6010285134093314,PrC,0.3572284417317708
564,ABICON,2020-08-04,-1.725,0.8842143311,SEKI,new,ABICON_SEKI,1.130947514451567,PrC,0.8757284417317708
565,ABICON,2020-08-26,-1.796,0.8471023191,SEKI,new,ABICON_SEKI,1.180494938394745,PrC,0.8047284417317708
566,ABICON,2020-08-04,-1.87,1.296646052,SEKI,new,ABICON_SEKI,0.7712204872390264,PrC,0.7307284417317708
567,ABICON,2020-08-26,-1.727,1.542216714,SEKI,new,ABICON_SEKI,0.6484173014869815,PrC,0.8737284417317708
568,ABICON,2021-04-24,-0.765,1.177724041,SEKI,old,ABICON_SEKI,0.8490953442292853,PrC,1.8357284417317707
569,ABICON,2021-04-24,-0.97,1.278647084,SEKI,old,ABICON_SEKI,0.7820766281120304,PrC,1.630728441731771
570,ABICON,2021-04-24,-1.125,1.159194827,SEKI,old,ABICON_SEKI,0.8626677558491209,PrC,1.4757284417317709
571,ABICON,2021-04-24,-0.935,1.171928733,SEKI,old,ABICON_SEKI,0.8532942079507834,PrC,1.6657284417317708
572,ABICON,2021-04-24,-1.115,1.269409766,SEKI,old,ABICON_SEKI,0.7877676907678682,PrC,1.4857284417317709
